,Y
Dactolisib_TGBC24TKB,-2.998271
JQ1_EFM-19,3.163019
Fulvestrant_SBC-5,2.207933
CZC24832_EW-7,4.085574
ML323_IA-LM,4.946878
Palbociclib_VMRC-LCD,4.248407
PRT062607_MM1S,1.631901
Savolitinib_NCI-H2369,1.628423
Venetoclax_AU565,3.128798
Dinaciclib_AN3-CA,-3.983516
Sabutoclax_BxPC-3,-0.658996
WIKI4_CHSA8926,3.627209
Vinorelbine_8-MG-BA,-3.212701
WIKI4_KARPAS-231,3.054792
AZD6738_NCI-H1563,3.403358
AZD8186_OVKATE,4.591389
Lapatinib_NCI-H2141,5.868111
LY2109761_PANC-08-13,6.522971
Dabrafenib_KMRC-1,4.996523
AMG-319_KYM-1,4.200779
Paclitaxel_SHP-77,-2.874918
WIKI4_RS4-11,2.644335
Wnt-C59_HT-144,2.553114
P22077_CPC-N,2.878212
Gemcitabine_SK-GT-2,1.703077
PCI-34051_NCI-H841,4.351128
AZD3759_NUGC-3,0.928183
Bortezomib_OAW-42,-3.382705
Palbociclib_NCI-H446,3.994327
PCI-34051_U-266,4.802492
Wnt-C59_DMS-273,4.713438
Crizotinib_KATOIII,4.26235
Savolitinib_KINGS-1,0.325758
VE-822_L-428,1.611713
WIKI4_SiHa,3.905225
Olaparib_KELLY,2.364894
Fulvestrant_NCI-H1793,4.795258
Niraparib_NCI-H661,6.08029
AZD3759_P31-FUJ,1.310885
GNE-317_KMOE-2,0.430439
VE821_RPMI-8402,1.952528
Tozasertib_BT-549,2.871643
Vinblastine_KYSE-70,-1.880863
AZD6738_HCC-78,0.992649
Niraparib_SNU-398,3.539738
Uprosertib_TOV-112D,3.9956
5-Fluorouracil_CTV-1,2.435038
Dabrafenib_MKN1,5.19224
Pevonedistat_MHH-CALL-2,-0.811196
Entinostat_MEG-01,0.997169
Gefitinib_KARPAS-422,3.421308
Nilotinib_JVM-2,1.509181
Docetaxel_HCC-827,-3.281004
Alisertib_KMS-12-BM,2.067539
PRIMA-1MET_EW-13,6.367568
Obatoclax Mesylate_RD,2.434909
Telomerase Inhibitor IX_CAL-51,-0.305621
LGK974_NCCIT,2.546718
Foretinib_SK-ES-1,-0.271345
AZ960_MDA-MB-453,1.523398
Palbociclib_CAL-54,1.155189
Navitoclax_SLVL,-0.269637
Ibrutinib_769-P,2.047404
Dasatinib_NCI-H1573,3.312106
MK-1775_JHH-4,2.167673
EPZ5676_SCC-3,4.252873
Paclitaxel_MFM-223,-2.390429
Afuresertib_CAL-51,0.558666
Trametinib_DU-145,2.658158
Gemcitabine_SW1783,-3.507331
PD0325901_SAS,-1.25526
Entinostat_697,-0.125563
Niraparib_CAL-54,4.849481
Irinotecan_HT-3,1.296984
Dasatinib_COR-L311,3.208541
Wnt-C59_KM-H2,3.211038
AMG-319_IMR-5,3.651197
BMS-345541_VCaP,3.25376
Irinotecan_SUP-B15,-0.574108
Pyridostatin_NCI-H1650,4.805738
Olaparib_HCC1937,5.714125
Gemcitabine_FU-OV-1,7.129354
MK-8776_HCC-15,5.225957
MN-64_HCC2998,4.331276
LY2109761_JHH-7,6.352621
UMI-77_COR-L23,1.854165
I-BET-762_HSC-4,5.373296
Gefitinib_CAL-78,3.167556
GSK343_OAW-28,3.141652
Erlotinib_WM793B,1.720492
Sapitinib_MC-CAR,4.026168
Sorafenib_OVISE,2.571267
VE821_OVISE,5.258297
LGK974_OE21,4.040803
LCL161_P32-ISH,3.252236
Erlotinib_8305C,3.398422
BIBR-1532_ES-2,5.183045
Epirubicin_VAL,-3.830942
AZD8186_8505C,5.529166
SCH772984_SW780,2.641992
CZC24832_KALS-1,5.667702
GSK343_VA-ES-BJ,3.515093
Axitinib_HCC1500,3.239378
Navitoclax_MDA-MB-415,-0.046899
Camptothecin_Hs-746T,-0.56608
Nilotinib_LoVo,3.906623
VE-822_NCI-H1793,6.752883
Irinotecan_ESS-1,0.221822
Dabrafenib_KP-3,6.606516
Cytarabine_KG-1,-0.165506
PRIMA-1MET_KYSE-270,6.181957
WEHI-539_CA46,4.232266
Taselisib_CAL-148,-1.424056
Savolitinib_HuP-T3,2.799032
Afatinib_COLO-829,4.240014
Vinorelbine_KYSE-450,-2.663157
Oxaliplatin_NCI-H226,6.96659
GNE-317_HARA,-0.480552
PD0325901_IST-MEL1,-1.141115
Afuresertib_EW-18,1.518696
Paclitaxel_NEC8,-2.06298
Pictilisib_RH-41,-0.485809
Dactolisib_HH,-0.209793
Irinotecan_ES4,0.426352
Foretinib_LS-1034,1.531248
Dactolisib_ALL-SIL,-0.781024
AMG-319_REH,3.183774
Irinotecan_KM-H2,1.989624
Gemcitabine_A498,2.804207
GSK2578215A_G-292-Clone-A141B1,3.69421
GNE-317_DAN-G,-1.738407
GSK2578215A_NCI-H1944,5.915793
PRT062607_22RV1,1.769835
EPZ5676_U-87-MG,4.869324
GSK591_MDA-MB-231,3.238574
MK-8776_CaR-1,4.109155
Irinotecan_DMS-114,3.941107
Vinblastine_NCI-H929,-4.650716
Alpelisib_IST-MEL1,4.650598
Cyclophosphamide_MOLM-13,4.020327
Daporinad_SK-PN-DW,0.309609
Savolitinib_RD,3.35061
AZD4547_G-402,0.28243
Palbociclib_BT-549,4.427595
MK-2206_CAL-51,2.926505
Pyridostatin_CL-40,4.507453
MN-64_AGS,3.900616
PCI-34051_MOLP-8,4.702574
Picolinici-acid_TE-9,5.206235
AZD5582_NCI-H513,3.032111
Epirubicin_DBTRG-05MG,-0.772907
Cyclophosphamide_HO-1-N-1,5.013934
CZC24832_LS-513,4.797635
Alpelisib_SW1573,4.255041
Afatinib_LNCaP-Clone-FGC,1.029691
IWP-2_CAL-29,3.25811
MK-2206_KU812,2.039527
Tamoxifen_NCI-H2122,2.944294
Olaparib_CAPAN-1,3.351782
Leflunomide_NCI-H1781,5.312639
Dasatinib_NCI-H716,1.090072
I-BET-762_ALL-SIL,3.509148
SCH772984_HCC1428,5.61971
LY2109761_NCI-H2461,4.659132
Trametinib_CPC-N,2.704642
Nilotinib_GR-ST,2.475335
Cyclophosphamide_A549,5.79747
YK-4-279_OCI-AML3,0.611004
GSK591_Becker,3.035294
AGI-5198_KE-37,2.855996
WEHI-539_CADO-ES1,2.01184
Osimertinib_NCI-H2009,1.983413
PCI-34051_OVCAR-4,4.466379
Pictilisib_SK-LU-1,2.403686
Dactolisib_NCI-H2023,-2.901202
SCH772984_SK-LU-1,2.293049
Linsitinib_IA-LM,4.397235
I-BET-762_GI-ME-N,4.411558
Alpelisib_NCI-H1693,6.319589
UMI-77_SNU-16,3.493507
Cytarabine_KYSE-520,6.227733
Bortezomib_MC-CAR,-6.33191
Afatinib_Ca9-22,-0.490097
AZD5582_NCI-H1092,2.133409
GDC0810_OV-56,5.706501
AZD8186_BICR22,3.612789
WEHI-539_SU-DHL-10,2.624299
PD173074_HCC1187,4.392832
5-Fluorouracil_HCC202,5.998151
Cytarabine_KARPAS-231,-3.425305
5-Fluorouracil_BT-474,7.667027
Entinostat_H4,2.70257
NVP-ADW742_LU-65,2.079849
Oxaliplatin_KYM-1,0.461202
Savolitinib_DEL,0.972926
PRT062607_HCC2157,3.44654
Sorafenib_DOK,4.088034
GSK2606414_HDQ-P1,3.578646
Dasatinib_CAL-29,-0.91383
AZD3759_BICR78,2.242355
Epirubicin_NCI-H2591,0.544087
VE821_HCC-44,4.093327
EPZ5676_HCC1187,5.092808
Trametinib_NCI-H524,2.43153
Leflunomide_SKG-IIIa,5.638713
PFI3_KLE,5.309381
Leflunomide_SUP-B15,5.088174
WIKI4_Raji,2.26987
VE821_CAPAN-2,6.127582
VX-11e_EB2,2.366824
Foretinib_NCI-H1876,0.006663
Pyridostatin_DU-4475,2.415442
LJI308_HTC-C3,3.980926
Afatinib_JVM-2,0.557418
Alpelisib_TGW,2.576917
Ibrutinib_TGW,4.325081
Irinotecan_G-402,1.518401
5-Fluorouracil_NCI-H2818,5.698061
EPZ5676_OVCAR-5,6.928542
Wnt-C59_CAPAN-2,5.325523
Vinorelbine_NCI-H2591,1.419771
Gefitinib_EW-18,3.222374
BIBR-1532_SW1116,5.592214
Afatinib_IA-LM,4.778121
Ipatasertib_EW-16,4.899929
Epirubicin_HCC2157,-1.029685
AGI-6780_Hey,4.717658
MK-8776_NCI-H2369,4.401863
KRAS (G12C) Inhibitor-12_SU-DHL-8,3.509598
Olaparib_NB12,2.227047
Temozolomide_VMRC-RCZ,7.863183
AZD7762_EW-7,-2.175317
Camptothecin_EW-18,-1.75482
Sepantronium bromide_P30-OHK,-5.745566
Dactolisib_T98G,-2.106975
Ibrutinib_OACp4C,3.408652
Alpelisib_BICR22,1.793428
Nilotinib_AGS,2.19509
Picolinici-acid_MFE-296,5.709383
Docetaxel_HCC70,-4.984563
Entospletinib_WM278,4.300025
PRIMA-1MET_RF-48,3.062013
Pevonedistat_GCT,1.082596
LGK974_NALM-6,2.770842
LCL161_NAMALWA,2.939503
PFI3_CAMA-1,4.430962
PD173074_TGBC11TKB,3.996781
Pevonedistat_BB49-HNC,3.020478
LCL161_ES4,5.686984
Paclitaxel_NB7,-1.428065
GSK1904529A_HuTu-80,2.736584
SB505124_CW-2,3.97801
OF-1_Calu-3,2.747091
I-BRD9_MHH-CALL-2,2.566576
GSK2578215A_OAW-28,6.086845
Wee1 Inhibitor_EM-2,0.477554
PRT062607_HMV-II,2.498323
AGI-6780_SIMA,4.809366
PD173074_SNU-1,4.070334
Venetoclax_G-292-Clone-A141B1,1.901035
Obatoclax Mesylate_EW-18,0.763245
I-BRD9_NCI-H2373,6.123268
Wee1 Inhibitor_NCI-H2009,1.354952
MIRA-1_SUP-M2,3.790581
PLX-4720_GI-1,4.165263
Pevonedistat_NCI-H1915,1.536811
Uprosertib_EW-24,1.563656
Gefitinib_LB771-HNC,4.539087
5-Fluorouracil_NCI-H727,7.354567
Leflunomide_NCI-H2803,5.848146
Camptothecin_LB831-BLC,-2.919106
Oxaliplatin_NB14,3.013766
Picolinici-acid_U-87-MG,4.799392
Oxaliplatin_LN-229,4.540083
MK-8776_SK-N-SH,3.046622
Dasatinib_KOPN-8,1.643557
Vinorelbine_SKN-3,-1.969374
Linsitinib_HuP-T3,2.967335
Tamoxifen_CHP-134,3.687996
VE821_COR-L23,3.617751
Oxaliplatin_SW1463,2.402013
Dinaciclib_EBC-1,-1.787695
Pyridostatin_IM-95,2.920539
Vorinostat_A498,1.621026
5-Fluorouracil_HOP-62,5.323009
Navitoclax_SNU-182,2.303555
Alpelisib_COR-L23,3.553913
Navitoclax_BT-483,3.70028
PRIMA-1MET_HCC-827,5.959089
VE821_NCI-H1581,4.378772
Savolitinib_IGROV-1,2.009511
SCH772984_D-263MG,3.477409
AZD3759_647-V,2.289075
AZD5582_NCI-H716,5.105675
AZD6738_RCM-1,2.011419
Afatinib_SW1990,3.656782
LJI308_OAW-42,6.101773
LJI308_JHH-6,6.202099
AGI-5198_RD,5.807561
LGK974_T47D,3.519143
Dasatinib_U-698-M,-0.540131
MK-8776_NCI-H2170,3.092385
Alpelisib_HCC1187,4.529696
BIBR-1532_ESO51,4.590201
GSK1904529A_ARH-77,3.252213
Ruxolitinib_MHH-CALL-2,4.446426
GNE-317_HCC1395,1.082789
MK-2206_SNU-C1,1.180261
AZD7762_HDLM-2,0.357815
LJI308_C-33-A,5.533889
Crizotinib_A253,3.754573
Vinblastine_SW1417,0.88816
Nilotinib_SK-MG-1,3.532264
NVP-ADW742_RO82-W-1,7.946492
Dasatinib_SCC90,4.715352
Palbociclib_NCI-H1838,6.628161
Entinostat_KASUMI-1,-0.562067
GSK2578215A_CAL-51,4.88511
AZD3759_A253,3.032001
CZC24832_HOP-92,4.30498
AZD6738_SK-PN-DW,-0.50675
Ibrutinib_JSC-1,3.428057
GSK2606414_Raji,2.168509
Wnt-C59_CAL-33,4.708029
LCL161_RPMI-8226,4.353481
MK-2206_NCI-H2795,3.234315
Venetoclax_A204,1.848298
LY2109761_NCI-H2122,4.254336
Ipatasertib_RO82-W-1,6.943405
Vinblastine_NCI-H727,-0.757551
BIBR-1532_SW756,6.238576
Tamoxifen_KP-4,3.504423
AGI-6780_EB2,2.339559
Erlotinib_Hs-578-T,3.368611
I-BRD9_KYAE-1,4.902932
Olaparib_NCI-H727,6.19689
Dasatinib_NB12,3.294426
Foretinib_SiHa,1.606035
P22077_ST486,3.798729
GSK343_EW-13,3.199637
UMI-77_NCI-H23,1.942627
PLX-4720_CAL-51,4.875834
Niraparib_ES-2,3.521438
I-BET-762_NCI-H2085,4.94841
Vinblastine_KMS-12-BM,-6.191222
Vinblastine_KYSE-50,-2.813907
AZ960_SCC-9,1.309192
PD0325901_HT-1080,-0.704718
PCI-34051_NCI-H2795,3.437538
LCL161_GRANTA-519,5.852441
Ruxolitinib_IHH-4,3.862568
Vinblastine_GP5d,-5.646879
Fulvestrant_HCC1395,2.887795
Telomerase Inhibitor IX_NCI-H810,-0.684399
WEHI-539_EPLC-272H,2.844448
AGI-6780_SK-UT-1,4.449582
Olaparib_HPAC,5.903481
PD0325901_HTC-C3,-1.848421
AZ960_OE33,1.465181
MN-64_EW-18,4.971542
Wee1 Inhibitor_EW-22,1.346442
Leflunomide_NCI-H2405,6.93803
Savolitinib_NCI-H810,2.927087
MK-8776_CHP-212,2.367665
Taselisib_NCI-H2373,1.811986
Telomerase Inhibitor IX_MCF7,1.05481
AZD4547_KMRC-20,1.913299
I-BRD9_HCC1428,5.654591
NVP-ADW742_OE33,1.928103
VX-11e_GP5d,1.95561
Dactolisib_HCT-116,-1.871128
Trametinib_EFO-21,0.240133
GSK2606414_MOLT-13,3.249737
WEHI-539_LS-411N,5.147987
Sepantronium bromide_KP-2,-2.959251
BMS-345541_HuO-3N1,5.415932
Taselisib_HuTu-80,2.150118
AZD3759_SF268,3.46045
Paclitaxel_AMO-1,-5.98149
GSK591_UM-UC-3,4.619652
MK-8776_NCI-H520,3.811853
Bortezomib_NCI-H841,-3.952722
GNE-317_EFM-192A,-0.220686
VE821_SCC-9,5.466297
WIKI4_22RV1,4.581114
Cyclophosphamide_MM1S,4.275173
NVP-ADW742_A253,3.414402
AZ960_RC-K8,2.667289
IWP-2_MIA-PaCa-2,1.988142
Ribociclib_MDA-MB-157,4.59296
Pyridostatin_NCI-H1944,3.278181
AMG-319_TE-15,5.507871
Cytarabine_NCI-H2405,2.992292
PD173074_MPP-89,3.161236
LCL161_KY821,3.433019
BIBR-1532_VMRC-RCZ,6.777617
Gefitinib_AM-38,3.203939
Palbociclib_KGN,1.853454
Olaparib_K5,3.590247
Dasatinib_T84,2.302882
Afuresertib_KYSE-410,4.739089
MK-1775_NCI-H2085,1.773286
LY2109761_HCC1419,4.606409
ML323_Daoy,5.174131
PCI-34051_AsPC-1,7.108986
Osimertinib_HPAF-II,3.039394
NVP-ADW742_MFE-280,5.495806
Sorafenib_G-402,0.176501
Cyclophosphamide_U251,6.096879
5-Fluorouracil_NCI-H650,6.207722
AZ960_G-361,2.710282
Dactolisib_SW1417,1.341328
PD0325901_U-118-MG,1.420202
Afatinib_Mewo,2.415605
Obatoclax Mesylate_786-0,-0.183552
Osimertinib_GRANTA-519,2.998992
GSK2606414_EKVX,3.948111
Uprosertib_CAL-27,3.627487
5-Fluorouracil_KYAE-1,5.118552
BIBR-1532_NCI-H1048,3.845424
PD0325901_CAL-29,-0.106515
Bortezomib_SNU-398,-4.355513
GSK343_647-V,3.172395
Alpelisib_YH-13,2.190903
AZD6738_LN-405,3.602685
Nilotinib_G-292-Clone-A141B1,4.599396
LY2109761_SW982,4.709904
Navitoclax_COLO-684,2.659239
Obatoclax Mesylate_TK10,1.722766
ABT737_PC-3_[JPC-3],1.490198
Cisplatin_DSH1,2.608362
5-Fluorouracil_HO-1-u-1,4.149154
Dasatinib_DB,1.628295
Afatinib_HSC-3,0.404034
Daporinad_SHP-77,-5.455005
GSK1904529A_OCI-AML2,3.216377
Pictilisib_TK10,1.940157
LY2109761_A427,5.68397
I-BRD9_NCI-H1876,5.210431
VE821_SW1573,6.788856
Temozolomide_EBC-1,7.168577
Leflunomide_NCI-H196,6.433099
MN-64_TE-1,3.83106
Dinaciclib_HCC-827,-3.04684
LCL161_SU-DHL-6,3.225273
Vinorelbine_MFE-296,-1.630402
Vorinostat_NCI-H2023,2.29833
AZD8186_OV-56,4.128076
BIBR-1532_T98G,5.126944
SCH772984_CAL-33,2.361649
Wee1 Inhibitor_NCI-H1792,1.549624
Dasatinib_MFE-296,3.935794
PD0325901_GA-10,0.085678
Alisertib_NCI-H526,-1.600663
Entospletinib_MDA-MB-330,3.901021
Foretinib_EW-24,0.581289
Navitoclax_A549,2.145532
LGK974_MDA-MB-361,3.789545
P22077_JiyoyeP-2003,2.872549
GSK343_AsPC-1,5.21363
Telomerase Inhibitor IX_KARPAS-422,1.094525
Wee1 Inhibitor_NCI-H1838,4.794148
VX-11e_TYK-nu,2.909547
Temozolomide_MDA-MB-157,7.049121
Docetaxel_MFH-ino,-3.068862
AZD6738_H-EMC-SS,3.854879
Paclitaxel_DMS-53,0.24869
Nilotinib_SK-LMS-1,4.126619
LGK974_HuO-3N1,5.002491
Dinaciclib_NCI-H1793,-0.567758
PD0325901_LS-123,1.068094
GSK2578215A_H9,2.090641
Pevonedistat_MFE-319,-0.115321
PCI-34051_TK,3.05389
Alisertib_NCI-H1869,5.144587
PCI-34051_JHH-7,5.085474
AZD4547_KGN,1.226077
GSK343_Hs-445,2.689861
Osimertinib_NCI-H1963,1.2057
Alpelisib_KP-1N,5.295881
Afatinib_BE2-M17,1.994765
Wnt-C59_CADO-ES1,2.690507
PD173074_KYSE-140,4.206856
Cediranib_G-361,2.046157
AGI-6780_CAL-51,3.636232
Vorinostat_Ramos-2G6-4C10,0.84013
VX-11e_HO-1-N-1,1.995718
Temozolomide_AN3-CA,5.161915
Dabrafenib_ALL-PO,4.406575
AZD3759_HCC1806,0.792341
Ipatasertib_Becker,4.501257
WEHI-539_BFTC-905,2.799993
PRIMA-1MET_MRK-nu-1,3.433015
Cytarabine_SNU-5,0.087346
Telomerase Inhibitor IX_L-363,0.127676
Afatinib_Farage,0.914907
WZ4003_IMR-5,4.223073
AZD4547_HT55,2.611874
Dabrafenib_BL-41,2.540629
Oxaliplatin_LCLC-103H,3.390338
BIBR-1532_LAMA-84,4.304645
Afuresertib_ES1,1.042268
Pevonedistat_UMC-11,1.764559
Alpelisib_KG-1,4.343366
P22077_DK-MG,4.167323
Afatinib_TT2609-C02,3.676748
Temozolomide_LK-2,6.074678
Sapitinib_KYSE-50,2.870017
Afuresertib_KU-19-19,2.136783
Vinorelbine_SiHa,-0.097381
PD0325901_SCC90,-2.53179
Cisplatin_KYSE-50,4.325604
MIRA-1_NCI-H1781,6.336828
AZD8055_T84,0.485791
LY2109761_CAL-120,6.918243
IWP-2_D-392MG,1.901593
GNE-317_ZR-75-30,2.117036
MG-132_OVISE,-1.933092
Wee1 Inhibitor_OV-56,3.377234
WEHI-539_SK-MG-1,2.776497
Obatoclax Mesylate_CPC-N,1.641809
Olaparib_KLE,4.001215
Pevonedistat_HCC-15,0.343668
BIBR-1532_SK-MM-2,3.956301
Ruxolitinib_ESO51,3.850985
Irinotecan_VAL,0.213995
Tamoxifen_RS4-11,2.579949
GSK343_A204,3.554866
Cisplatin_MIA-PaCa-2,2.88232
Gemcitabine_NCI-H64,3.005351
Dasatinib_ES8,2.142592
Telomerase Inhibitor IX_NCI-H1838,3.061257
Telomerase Inhibitor IX_UACC-62,-0.64455
Entospletinib_LP-1,6.058393
Navitoclax_769-P,1.232536
Tamoxifen_Jurkat,2.232238
Bortezomib_IST-MES1,-3.175886
PRIMA-1MET_NB14,1.932437
PD0325901_SK-MEL-2,-1.392238
VE-822_NCI-H2141,4.464911
YK-4-279_Hs-766T,3.696028
MN-64_SCC-15,4.680228
Cisplatin_HARA,2.754825
NVP-ADW742_WM793B,1.688797
IWP-2_COLO-684,1.930711
GDC0810_G-292-Clone-A141B1,4.784993
AZD8186_NOS-1,1.966872
AZ960_SCC90,4.03761
Sapitinib_EB2,3.046374
Tamoxifen_TE-9,2.703765
Cyclophosphamide_DAN-G,5.065921
AZ960_BT-549,2.300048
NVP-ADW742_SCC-4,3.62767
Linsitinib_NCI-H2373,2.483673
IWP-2_SUP-T1,2.923756
Docetaxel_ESO26,-4.197105
MG-132_ME-180,-1.464656
GSK2606414_MDA-MB-231,4.043859
PD173074_A498,3.995244
Niraparib_PFSK-1,2.519822
VX-11e_BE2-M17,1.08877
MN-64_ETK-1,5.258381
Pyridostatin_SJSA-1,3.201492
Uprosertib_NCI-H1694,4.045565
Cytarabine_MOG-G-CCM,3.310177
Nilotinib_KG-1,2.376208
MN-64_NCI-H520,5.941685
Cisplatin_OS-RC-2,3.732116
Pyridostatin_K-562,3.980641
AZD4547_LN-405,3.400256
P22077_8305C,6.200587
P22077_LOUCY,3.938672
VE-822_ES7,-0.364368
Sepantronium bromide_TGBC11TKB,-0.888425
Nutlin-3a (-)_Hey,2.869084
Pyridostatin_LOU-NH91,1.976911
Lapatinib_P32-ISH,1.516759
5-Fluorouracil_U-87-MG,5.613773
Sorafenib_EPLC-272H,2.692716
Fulvestrant_LB771-HNC,2.917585
OTX015_NCI-H513,4.346745
PFI3_Daudi,4.347953
LGK974_SK-MES-1,5.654835
YK-4-279_BPH-1,1.080623
MG-132_MDA-MB-436,-1.635886
Pictilisib_TGW,1.259844
Camptothecin_MV-4-11,-5.446414
Osimertinib_VM-CUB-1,2.345236
KRAS (G12C) Inhibitor-12_EVSA-T,3.533951
AZD5582_SNU-61,3.461037
Cytarabine_HO-1-u-1,2.048609
Vinorelbine_JIMT-1,-3.378391
Olaparib_MV-4-11,1.869991
Crizotinib_SK-GT-4,6.001195
Savolitinib_HCC1419,1.993834
PCI-34051_NCI-H2141,4.483431
Osimertinib_ONS-76,2.485856
BIBR-1532_ATN-1,3.976044
Foretinib_NCI-H2595,0.707838
5-Fluorouracil_HPAC,7.363205
UMI-77_NCI-H226,7.734235
GSK2606414_NCI-N87,3.409464
PRT062607_SU-DHL-6,-0.072727
AZ960_FLO-1,0.490411
Taselisib_SW48,-0.618215
AZ960_NCI-H1651,0.939523
EPZ004777_ONS-76,5.475391
Dabrafenib_LS-411N,2.128461
VX-11e_JHH-6,4.268029
Palbociclib_KP-N-YN,3.87925
Wnt-C59_SNU-1040,5.032583
Ibrutinib_MKN28,5.620853
Afuresertib_SW982,2.983716
WEHI-539_LN-229,4.486248
AZD5582_J82,2.879685
Temozolomide_G-292-Clone-A141B1,6.142126
Cyclophosphamide_ASH-3,4.68955
AZD4547_KURAMOCHI,5.373357
Temozolomide_LOUCY,5.020606
Docetaxel_SKG-IIIa,-4.030948
Cyclophosphamide_SNU-182,6.187101
Trametinib_SK-PN-DW,2.334656
Ruxolitinib_EFO-27,6.158614
P22077_ES6,5.891597
BIBR-1532_U251,5.95333
Pictilisib_SK-N-AS,2.03013
KRAS (G12C) Inhibitor-12_MOLM-13,3.002562
Gefitinib_OAW-28,3.622026
Lapatinib_OPM-2,2.409297
Uprosertib_MDA-MB-157,4.202591
Venetoclax_697,-3.805603
Alisertib_VAL,-2.033808
AZD3759_SK-MEL-1,4.563708
AZD3759_AMO-1,2.132301
Vinorelbine_JHH-4,-2.91737
ML323_LXF-289,4.672854
Foretinib_ESO26,1.730064
ML323_VA-ES-BJ,4.942195
Dactolisib_SBC-3,-2.643873
I-BRD9_NCI-H747,4.813568
Wnt-C59_HGC-27,3.363094
PD0325901_SCC-9,-1.151639
Lapatinib_P31-FUJ,4.412344
Camptothecin_TGBC11TKB,-2.441686
PD0325901_LU-165,2.664601
LJI308_HOP-92,4.741725
Picolinici-acid_Ca9-22,4.663329
Ruxolitinib_C-33-A,5.210659
Ipatasertib_GA-10,1.084403
Ruxolitinib_NH-12,4.934845
Cisplatin_U-118-MG,2.798343
Dactolisib_B-CPAP,-1.687381
Obatoclax Mesylate_JiyoyeP-2003,0.606389
OF-1_HCC2157,4.954954
WZ4003_NCI-H2029,3.755614
WZ4003_DBTRG-05MG,7.014174
Paclitaxel_HuCCT1,-4.219456
OTX015_EFM-192A,4.226001
PLX-4720_Mewo,5.737503
Lapatinib_SW1710,2.59731
Bortezomib_ST486,-5.525344
Alpelisib_G-402,2.484813
Erlotinib_MFE-296,2.941484
Nilotinib_MOLT-4,2.924796
MK-2206_SW684,3.397067
Dabrafenib_FTC-133,4.157456
Afatinib_OVCAR-5,2.227047
Cytarabine_OACM5-1,0.793689
Palbociclib_WM1552C,3.118388
PCI-34051_SBC-5,3.444042
Olaparib_RPMI-8402,3.057667
Pictilisib_NCI-H2085,1.067026
Epirubicin_PANC-08-13,3.655496
AMG-319_Detroit562,4.498241
GDC0810_SCC-9,4.307193
AMG-319_NCI-H1666,5.967979
Wnt-C59_NB69,4.045883
LGK974_CAL-54,3.486765
AGI-6780_SU-DHL-5,3.581094
GSK343_REH,2.067498
MG-132_NCI-H1944,1.572664
Picolinici-acid_JHH-4,5.331799
Ipatasertib_TC-YIK,3.014373
PD173074_KMS-12-BM,1.971466
Leflunomide_LNCaP-Clone-FGC,4.813652
PLX-4720_KYSE-140,3.061539
PLX-4720_MOLP-8,4.996806
AMG-319_SW1783,3.069164
MK-1775_SW780,3.160184
CZC24832_FLO-1,3.781693
GSK1904529A_EFO-21,6.507159
GSK2578215A_HT-1197,4.948435
Cediranib_COLO-829,2.343595
Ruxolitinib_HCT-15,5.041446
GSK2578215A_GI-1,4.925756
LGK974_NCI-H1755,4.710657
Paclitaxel_NUGC-4,1.377004
Pictilisib_EW-13,2.581792
Tamoxifen_KARPAS-299,2.519277
Obatoclax Mesylate_MDA-MB-453,0.916331
AZD3759_Ramos-2G6-4C10,1.534203
GSK591_NCI-H2052,4.5934
Cyclophosphamide_HCC1806,4.39939
Navitoclax_NCI-H2818,4.666927
Taselisib_HC-1,2.652141
GDC0810_TYK-nu,6.121622
Vinorelbine_NCI-H69,-4.900588
VX-11e_KU-19-19,-1.651952
Nutlin-3a (-)_KINGS-1,6.741321
ML323_PANC-08-13,6.449436
Venetoclax_VA-ES-BJ,3.508776
AZD6738_COR-L105,3.283194
MK-2206_SU8686,7.959225
MG-132_VMRC-RCZ,-1.45391
Crizotinib_MC-CAR,2.802997
PD173074_SW837,5.183801
ABT737_MDA-MB-436,3.841504
Trametinib_TK10,0.197265
ABT737_EFM-19,2.095327
PRIMA-1MET_LOXIMVI,2.747582
Temozolomide_A253,5.915162
Oxaliplatin_YAPC,4.55498
WIKI4_NB69,3.812957
I-BRD9_LNCaP-Clone-FGC,3.701352
YK-4-279_RKO,0.877577
EPZ004777_KARPAS-1106P,4.072114
PCI-34051_LOU-NH91,4.790444
5-Fluorouracil_CAL-78,3.871602
PLX-4720_NCI-H1688,4.135611
5-Fluorouracil_LC4-1,2.065703
Osimertinib_RERF-LC-Sq1,-0.150023
Lapatinib_CAL-29,1.826003
GSK2578215A_SCC-15,5.293886
Osimertinib_IA-LM,3.363525
Linsitinib_NCI-H1155,4.221398
Gemcitabine_JHH-2,2.649349
Wnt-C59_SAS,3.248248
Linsitinib_TE-12,4.749828
GSK2578215A_SK-PN-DW,3.198187
Lapatinib_OS-RC-2,3.921395
Cediranib_BICR10,2.04623
Ibrutinib_BFTC-905,4.76404
Docetaxel_NCI-H1581,-5.492923
SCH772984_B-CPAP,2.526151
Leflunomide_NOS-1,5.183506
CZC24832_TE-15,5.42198
SCH772984_NCI-H2066,5.890889
UMI-77_SNU-423,2.597008
GSK343_HCC2998,2.739457
PRT062607_NCI-H2170,2.547215
MG-132_HCC1143,-0.802101
Vorinostat_HTC-C3,2.307038
5-Fluorouracil_IST-MES1,4.887234
LJI308_T98G,5.155225
Vorinostat_NCI-H196,2.058347
Telomerase Inhibitor IX_NCI-H1993,0.738402
