Cell line Name,Model ID, COSMIC ID, TCGA Classfication, Tissue,Tissue sub-type, Datasets, number of drugs
"Hs-633T","SIDM00667","1240149","UNCLASSIFIED","soft_tissue","fibrosarcoma","GDSC1","343"
"Hs-633T","SIDM00667","1240149","UNCLASSIFIED","soft_tissue","fibrosarcoma","GDSC2","170"
"Hs-683","SIDM00666","1240150","LGG","nervous_system","glioma","GDSC1","352"
"Hs-683","SIDM00666","1240150","LGG","nervous_system","glioma","GDSC2","179"
"Hs-746T","SIDM00665","1240151","STAD","digestive_system","stomach","GDSC1","319"
"Hs-746T","SIDM00665","1240151","STAD","digestive_system","stomach","GDSC2","281"
"Hs-766T","SIDM00664","1298141","PAAD","pancreas","pancreas","GDSC1","351"
"Hs-766T","SIDM00664","1298141","PAAD","pancreas","pancreas","GDSC2","171"
"Hs-939-T","SIDM00663","1298144","SKCM","skin","melanoma","GDSC1","352"
"Hs-939-T","SIDM00663","1298144","SKCM","skin","melanoma","GDSC2","180"
"Hs-940-T","SIDM00662","1298145","SKCM","skin","melanoma","GDSC1","318"
"Hs-940-T","SIDM00662","1298145","SKCM","skin","melanoma","GDSC2","180"
"HuCCT1","SIDM00587","907069","UNCLASSIFIED","digestive_system","biliary_tract","GDSC1","347"
"HuCCT1","SIDM00587","907069","UNCLASSIFIED","digestive_system","biliary_tract","GDSC2","282"
"HuH-7","SIDM00585","907071","LIHC","digestive_system","liver","GDSC1","348"
"HuH-7","SIDM00585","907071","LIHC","digestive_system","liver","GDSC2","281"
"HuO-3N1","SIDM00584","909977","UNCLASSIFIED","bone","osteosarcoma","GDSC1","346"
"HuO-3N1","SIDM00584","909977","UNCLASSIFIED","bone","osteosarcoma","GDSC2","281"
"HuO9","SIDM00599","907072","UNCLASSIFIED","bone","osteosarcoma","GDSC1","352"
"HuO9","SIDM00599","907072","UNCLASSIFIED","bone","osteosarcoma","GDSC2","281"
"HuP-T3","SIDM00533","907285","PAAD","pancreas","pancreas","GDSC1","341"
"HuP-T3","SIDM00533","907285","PAAD","pancreas","pancreas","GDSC2","281"
"HuP-T4","SIDM00531","907286","PAAD","pancreas","pancreas","GDSC1","323"
"HuP-T4","SIDM00531","907286","PAAD","pancreas","pancreas","GDSC2","281"
"HuTu-80","SIDM00694","907073","UNCLASSIFIED","digestive_system","digestive_system_other","GDSC1","390"
"HuTu-80","SIDM00694","907073","UNCLASSIFIED","digestive_system","digestive_system_other","GDSC2","257"
"IA-LM","SIDM00306","910779","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC1","376"
"IA-LM","SIDM00306","910779","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC2","282"
"IGR-1","SIDM01060","907169","SKCM","skin","melanoma","GDSC1","323"
"IGR-1","SIDM01060","907169","SKCM","skin","melanoma","GDSC2","280"
"IGR-37","SIDM01066","1240153","SKCM","skin","melanoma","GDSC1","344"
"IGR-37","SIDM01066","1240153","SKCM","skin","melanoma","GDSC2","281"
"IGROV-1","SIDM00151","905968","OV","urogenital_system","ovary","GDSC1","329"
"IGROV-1","SIDM00151","905968","OV","urogenital_system","ovary","GDSC2","280"
"IHH-4","SIDM00600","1240154","THCA","thyroid","thyroid","GDSC1","347"
"IHH-4","SIDM00600","1240154","THCA","thyroid","thyroid","GDSC2","282"
"IM-9","SIDM00632","753563","MM","blood","myeloma","GDSC1","301"
"IM-9","SIDM00632","753563","MM","blood","myeloma","GDSC2","282"
"IM-95","SIDM00602","1240155","STAD","digestive_system","stomach","GDSC1","320"
"IM-95","SIDM00602","1240155","STAD","digestive_system","stomach","GDSC2","281"
"IMR-5","SIDM01206","907170","NB","nervous_system","neuroblastoma","GDSC1","383"
"IMR-5","SIDM01206","907170","NB","nervous_system","neuroblastoma","GDSC2","280"
"IPC-298","SIDM01059","907171","SKCM","skin","melanoma","GDSC1","345"
"IPC-298","SIDM01059","907171","SKCM","skin","melanoma","GDSC2","180"
"IST-MEL1","SIDM00225","907172","SKCM","skin","melanoma","GDSC1","394"
"IST-MEL1","SIDM00225","907172","SKCM","skin","melanoma","GDSC2","170"
"IST-MES1","SIDM00224","907173","MESO","lung","mesothelioma","GDSC1","381"
"IST-MES1","SIDM00224","907173","MESO","lung","mesothelioma","GDSC2","282"
"IST-SL1","SIDM00223","753564","SCLC","lung","lung_small_cell_carcinoma","GDSC1","386"
"IST-SL1","SIDM00223","753564","SCLC","lung","lung_small_cell_carcinoma","GDSC2","179"
"IST-SL2","SIDM00230","753565","SCLC","lung","lung_small_cell_carcinoma","GDSC1","367"
"IST-SL2","SIDM00230","753565","SCLC","lung","lung_small_cell_carcinoma","GDSC2","271"
"J82","SIDM00693","753566","BLCA","urogenital_system","bladder","GDSC1","342"
"J82","SIDM00693","753566","BLCA","urogenital_system","bladder","GDSC2","281"
"JAR","SIDM01039","907175","UNCLASSIFIED","urogenital_system","urogenital_system_other","GDSC1","387"
"JAR","SIDM01039","907175","UNCLASSIFIED","urogenital_system","urogenital_system_other","GDSC2","179"
"JEG-3","SIDM01218","907176","UNCLASSIFIED","urogenital_system","urogenital_system_other","GDSC1","349"
"JEG-3","SIDM01218","907176","UNCLASSIFIED","urogenital_system","urogenital_system_other","GDSC2","179"
"JEKO-1","SIDM01038","1327765","DLBC","blood","B_cell_lymphoma","GDSC1","168"
"JEKO-1","SIDM01038","1327765","DLBC","blood","B_cell_lymphoma","GDSC2","179"
"JHH-1","SIDM00618","1298151","LIHC","digestive_system","liver","GDSC1","351"
"JHH-1","SIDM00618","1298151","LIHC","digestive_system","liver","GDSC2","281"
"JHH-2","SIDM00617","1240157","LIHC","digestive_system","liver","GDSC1","345"
"JHH-2","SIDM00617","1240157","LIHC","digestive_system","liver","GDSC2","282"
"JHH-4","SIDM00616","1240158","LIHC","digestive_system","liver","GDSC1","344"
"JHH-4","SIDM00616","1240158","LIHC","digestive_system","liver","GDSC2","281"
"JHH-6","SIDM00615","1240159","LIHC","digestive_system","liver","GDSC1","345"
"JHH-6","SIDM00615","1240159","LIHC","digestive_system","liver","GDSC2","281"
"JHH-7","SIDM00614","1240160","LIHC","digestive_system","liver","GDSC1","345"
"JHH-7","SIDM00614","1240160","LIHC","digestive_system","liver","GDSC2","282"
"JHOS-2","SIDM00305","1479995","OV","urogenital_system","ovary","GDSC1","308"
"JHOS-2","SIDM00305","1479995","OV","urogenital_system","ovary","GDSC2","179"
"JHOS-3","SIDM00304","1480358","OV","urogenital_system","ovary","GDSC1","309"
"JHOS-3","SIDM00304","1480358","OV","urogenital_system","ovary","GDSC2","180"
"JHOS-4","SIDM00303","1480359","OV","urogenital_system","ovary","GDSC1","194"
"JHOS-4","SIDM00303","1480359","OV","urogenital_system","ovary","GDSC2","180"
"JHU-011","SIDM00128","1240161","HNSC","aero_digestive_tract","head_and_neck","GDSC1","314"
"JHU-011","SIDM00128","1240161","HNSC","aero_digestive_tract","head_and_neck","GDSC2","180"
"JHU-022","SIDM00127","1240162","HNSC","aero_digestive_tract","head_and_neck","GDSC1","350"
"JHU-022","SIDM00127","1240162","HNSC","aero_digestive_tract","head_and_neck","GDSC2","281"
"JHU-029","SIDM00690","1298156","HNSC","aero_digestive_tract","head_and_neck","GDSC1","218"
"JHU-029","SIDM00690","1298156","HNSC","aero_digestive_tract","head_and_neck","GDSC2","178"
"JIMT-1","SIDM01037","1298157","BRCA","breast","breast","GDSC1","300"
"JIMT-1","SIDM01037","1298157","BRCA","breast","breast","GDSC2","285"
"JJN-3","SIDM01036","1327766","MM","blood","haematopoietic_neoplasm_other","GDSC1","394"
"JJN-3","SIDM01036","1327766","MM","blood","haematopoietic_neoplasm_other","GDSC2","281"
"JM1","SIDM00689","1327768","DLBC","blood","B_cell_lymphoma","GDSC1","386"
"JM1","SIDM00689","1327768","DLBC","blood","B_cell_lymphoma","GDSC2","179"
"JSC-1","SIDM00688","1327769","DLBC","blood","B_cell_lymphoma","GDSC1","349"
"JSC-1","SIDM00688","1327769","DLBC","blood","B_cell_lymphoma","GDSC2","279"
"JURL-MK1","SIDM01015","1327771","LCML","blood","chronic_myeloid_leukaemia","GDSC1","375"
"JURL-MK1","SIDM01015","1327771","LCML","blood","chronic_myeloid_leukaemia","GDSC2","230"
"JVM-2","SIDM01013","907269","CLL","blood","lymphoid_neoplasm_other","GDSC1","387"
"JVM-2","SIDM01013","907269","CLL","blood","lymphoid_neoplasm_other","GDSC2","280"
"JVM-3","SIDM01012","907270","CLL","blood","lymphoid_neoplasm_other","GDSC1","386"
"JVM-3","SIDM01012","907270","CLL","blood","lymphoid_neoplasm_other","GDSC2","274"
"JiyoyeP-2003","SIDM00808","907268","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC1","388"
"JiyoyeP-2003","SIDM00808","907268","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC2","269"
"Jurkat","SIDM01016","998184","ALL","blood","T_cell_leukemia","GDSC1","227"
"Jurkat","SIDM01016","998184","ALL","blood","T_cell_leukemia","GDSC2","279"
"K-562","SIDM00791","905940","LCML","blood","chronic_myeloid_leukaemia","GDSC1","393"
"K-562","SIDM00791","905940","LCML","blood","chronic_myeloid_leukaemia","GDSC2","282"
"K2","SIDM00126","1298160","SKCM","skin","melanoma","GDSC1","302"
"K2","SIDM00126","1298160","SKCM","skin","melanoma","GDSC2","180"
"K5","SIDM00056","924238","THCA","thyroid","thyroid","GDSC1","381"
"K5","SIDM00056","924238","THCA","thyroid","thyroid","GDSC2","281"
"KALS-1","SIDM00613","907271","LGG","nervous_system","glioma","GDSC1","384"
"KALS-1","SIDM00613","907271","LGG","nervous_system","glioma","GDSC2","281"
"KARPAS-1106P","SIDM01011","1327773","DLBC","blood","B_cell_lymphoma","GDSC1","169"
"KARPAS-1106P","SIDM01011","1327773","DLBC","blood","B_cell_lymphoma","GDSC2","281"
"KARPAS-231","SIDM01017","1327774","UNCLASSIFIED","blood","B_cell_leukemia","GDSC1","328"
"KARPAS-231","SIDM01017","1327774","UNCLASSIFIED","blood","B_cell_leukemia","GDSC2","280"
"KARPAS-299","SIDM01010","907273","UNCLASSIFIED","blood","anaplastic_large_cell_lymphoma","GDSC1","384"
"KARPAS-299","SIDM01010","907273","UNCLASSIFIED","blood","anaplastic_large_cell_lymphoma","GDSC2","246"
"KARPAS-422","SIDM01008","907274","DLBC","blood","B_cell_lymphoma","GDSC1","383"
"KARPAS-422","SIDM01008","907274","DLBC","blood","B_cell_lymphoma","GDSC2","282"
"KARPAS-45","SIDM01007","907272","ALL","blood","lymphoblastic_leukemia","GDSC1","385"
"KARPAS-45","SIDM01007","907272","ALL","blood","lymphoblastic_leukemia","GDSC2","280"
"KARPAS-620","SIDM01006","1327775","MM","blood","haematopoietic_neoplasm_other","GDSC1","369"
"KARPAS-620","SIDM01006","1327775","MM","blood","haematopoietic_neoplasm_other","GDSC2","280"
"KASUMI-1","SIDM01005","907275","LAML","blood","acute_myeloid_leukaemia","GDSC1","244"
"KASUMI-1","SIDM01005","907275","LAML","blood","acute_myeloid_leukaemia","GDSC2","257"
"KATOIII","SIDM00687","907276","STAD","digestive_system","stomach","GDSC1","215"
"KATOIII","SIDM00687","907276","STAD","digestive_system","stomach","GDSC2","282"
"KCL-22","SIDM01004","1330931","LCML","blood","chronic_myeloid_leukaemia","GDSC1","395"
"KCL-22","SIDM01004","1330931","LCML","blood","chronic_myeloid_leukaemia","GDSC2","280"
"KE-37","SIDM01003","907277","ALL","blood","lymphoblastic_leukemia","GDSC1","385"
"KE-37","SIDM01003","907277","ALL","blood","lymphoblastic_leukemia","GDSC2","280"
"KELLY","SIDM01009","753618","NB","nervous_system","neuroblastoma","GDSC1","389"
"KELLY","SIDM01009","753618","NB","nervous_system","neuroblastoma","GDSC2","282"
"KG-1","SIDM00785","907278","LAML","blood","acute_myeloid_leukaemia","GDSC1","367"
"KG-1","SIDM00785","907278","LAML","blood","acute_myeloid_leukaemia","GDSC2","281"
"KGN","SIDM00302","924186","UNCLASSIFIED","urogenital_system","ovary","GDSC1","390"
"KGN","SIDM00302","924186","UNCLASSIFIED","urogenital_system","ovary","GDSC2","170"
"KINGS-1","SIDM00612","907279","LGG","nervous_system","glioma","GDSC1","394"
"KINGS-1","SIDM00612","907279","LGG","nervous_system","glioma","GDSC2","282"
"KLE","SIDM00686","924187","UCEC","urogenital_system","endometrium","GDSC1","370"
"KLE","SIDM00686","924187","UCEC","urogenital_system","endometrium","GDSC2","281"
"KM-H2","SIDM01018","909976","UNCLASSIFIED","blood","Hodgkin_lymphoma","GDSC1","388"
"KM-H2","SIDM01018","909976","UNCLASSIFIED","blood","Hodgkin_lymphoma","GDSC2","281"
"KM12","SIDM00150","905989","COREAD","digestive_system","large_intestine","GDSC1","392"
"KM12","SIDM00150","905989","COREAD","digestive_system","large_intestine","GDSC2","282"
"KMH-2","SIDM00619","1298167","THCA","thyroid","thyroid","GDSC1","354"
"KMH-2","SIDM00619","1298167","THCA","thyroid","thyroid","GDSC2","180"
"KMOE-2","SIDM01019","907280","LAML","blood","acute_myeloid_leukaemia","GDSC1","388"
"KMOE-2","SIDM01019","907280","LAML","blood","acute_myeloid_leukaemia","GDSC2","280"
"KMRC-1","SIDM00611","1298168","KIRC","kidney","kidney","GDSC1","320"
"KMRC-1","SIDM00611","1298168","KIRC","kidney","kidney","GDSC2","170"
"KMRC-20","SIDM00609","1298169","KIRC","kidney","kidney","GDSC1","348"
"KMRC-20","SIDM00609","1298169","KIRC","kidney","kidney","GDSC2","281"
"KMS-11","SIDM00608","1659817","MM","blood","myeloma","GDSC1","303"
"KMS-11","SIDM00608","1659817","MM","blood","myeloma","GDSC2","180"
"KMS-12-BM","SIDM01020","907281","MM","blood","myeloma","GDSC1","259"
"KMS-12-BM","SIDM01020","907281","MM","blood","myeloma","GDSC2","280"
"KNS-42","SIDM00607","907282","LGG","nervous_system","glioma","GDSC1","395"
"KNS-42","SIDM00607","907282","LGG","nervous_system","glioma","GDSC2","180"
"KNS-62","SIDM00606","753569","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC1","217"
"KNS-62","SIDM00606","753569","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC2","282"
"KNS-81-FD","SIDM01210","924188","LGG","nervous_system","glioma","GDSC1","384"
"KNS-81-FD","SIDM01210","924188","LGG","nervous_system","glioma","GDSC2","180"
"KON","SIDM00604","1298215","HNSC","aero_digestive_tract","head_and_neck","GDSC1","345"
"KON","SIDM00604","1298215","HNSC","aero_digestive_tract","head_and_neck","GDSC2","180"
"KOPN-8","SIDM01034","1330933","UNCLASSIFIED","blood","B_cell_leukemia","GDSC1","361"
"KOPN-8","SIDM01034","1330933","UNCLASSIFIED","blood","B_cell_leukemia","GDSC2","279"
"KOSC-2","SIDM00603","753570","HNSC","aero_digestive_tract","head_and_neck","GDSC1","324"
"KOSC-2","SIDM00603","753570","HNSC","aero_digestive_tract","head_and_neck","GDSC2","180"
"KP-1N","SIDM00583","1298216","PAAD","pancreas","pancreas","GDSC1","280"
"KP-1N","SIDM00583","1298216","PAAD","pancreas","pancreas","GDSC2","281"
"KP-2","SIDM00582","1298218","PAAD","pancreas","pancreas","GDSC1","294"
"KP-2","SIDM00582","1298218","PAAD","pancreas","pancreas","GDSC2","281"
"KP-3","SIDM00571","1298219","UNCLASSIFIED","pancreas","pancreas","GDSC1","346"
"KP-3","SIDM00571","1298219","UNCLASSIFIED","pancreas","pancreas","GDSC2","282"
"KP-4","SIDM00301","753572","PAAD","pancreas","pancreas","GDSC1","341"
"KP-4","SIDM00301","753572","PAAD","pancreas","pancreas","GDSC2","282"
"KP-N-RT-BM-1","SIDM00557","924189","NB","nervous_system","neuroblastoma","GDSC1","25"
"KP-N-RT-BM-1","SIDM00557","924189","NB","nervous_system","neuroblastoma","GDSC2","179"
"KP-N-YN","SIDM00556","907314","NB","nervous_system","neuroblastoma","GDSC1","388"
"KP-N-YN","SIDM00556","907314","NB","nervous_system","neuroblastoma","GDSC2","255"
"KP-N-YS","SIDM00157","946363","NB","nervous_system","neuroblastoma","GDSC1","265"
"KP-N-YS","SIDM00157","946363","NB","nervous_system","neuroblastoma","GDSC2","180"
"KS-1","SIDM00555","907313","GBM","nervous_system","glioma","GDSC1","388"
"KS-1","SIDM00555","907313","GBM","nervous_system","glioma","GDSC2","282"
"KU-19-19","SIDM01033","907312","BLCA","urogenital_system","bladder","GDSC1","345"
"KU-19-19","SIDM01033","907312","BLCA","urogenital_system","bladder","GDSC2","280"
"KU812","SIDM00308","907311","LCML","blood","chronic_myeloid_leukaemia","GDSC1","388"
"KU812","SIDM00308","907311","LCML","blood","chronic_myeloid_leukaemia","GDSC2","282"
"KURAMOCHI","SIDM00554","909975","UNCLASSIFIED","urogenital_system","ovary","GDSC1","394"
"KURAMOCHI","SIDM00554","909975","UNCLASSIFIED","urogenital_system","ovary","GDSC2","282"
"KY821","SIDM00553","907300","LAML","blood","leukemia","GDSC1","384"
"KY821","SIDM00553","907300","LAML","blood","leukemia","GDSC2","279"
"KYAE-1","SIDM00530","1503368","ESCA","aero_digestive_tract","oesophagus","GDSC1","310"
"KYAE-1","SIDM00530","1503368","ESCA","aero_digestive_tract","oesophagus","GDSC2","282"
"KYM-1","SIDM00552","1240166","UNCLASSIFIED","soft_tissue","rhabdomyosarcoma","GDSC1","349"
"KYM-1","SIDM00552","1240166","UNCLASSIFIED","soft_tissue","rhabdomyosarcoma","GDSC2","282"
"KYSE-140","SIDM01032","753573","ESCA","aero_digestive_tract","oesophagus","GDSC1","312"
"KYSE-140","SIDM01032","753573","ESCA","aero_digestive_tract","oesophagus","GDSC2","280"
"KYSE-150","SIDM01031","907317","ESCA","aero_digestive_tract","oesophagus","GDSC1","351"
"KYSE-150","SIDM01031","907317","ESCA","aero_digestive_tract","oesophagus","GDSC2","168"
"KYSE-180","SIDM01030","907318","ESCA","aero_digestive_tract","oesophagus","GDSC1","345"
"KYSE-180","SIDM01030","907318","ESCA","aero_digestive_tract","oesophagus","GDSC2","281"
"KYSE-220","SIDM00551","1240167","ESCA","aero_digestive_tract","oesophagus","GDSC1","351"
"KYSE-220","SIDM00551","1240167","ESCA","aero_digestive_tract","oesophagus","GDSC2","281"
"KYSE-270","SIDM01029","907319","ESCA","aero_digestive_tract","oesophagus","GDSC1","345"
"KYSE-270","SIDM01029","907319","ESCA","aero_digestive_tract","oesophagus","GDSC2","282"
"KYSE-410","SIDM01028","753574","ESCA","aero_digestive_tract","oesophagus","GDSC1","324"
"KYSE-410","SIDM01028","753574","ESCA","aero_digestive_tract","oesophagus","GDSC2","281"
"KYSE-450","SIDM01027","907320","ESCA","aero_digestive_tract","oesophagus","GDSC1","341"
"KYSE-450","SIDM01027","907320","ESCA","aero_digestive_tract","oesophagus","GDSC2","281"
"KYSE-50","SIDM00550","1298222","ESCA","aero_digestive_tract","oesophagus","GDSC1","353"
"KYSE-50","SIDM00550","1298222","ESCA","aero_digestive_tract","oesophagus","GDSC2","281"
"KYSE-510","SIDM01026","907321","ESCA","aero_digestive_tract","oesophagus","GDSC1","344"
"KYSE-510","SIDM01026","907321","ESCA","aero_digestive_tract","oesophagus","GDSC2","235"
"KYSE-520","SIDM01025","753575","ESCA","aero_digestive_tract","oesophagus","GDSC1","347"
"KYSE-520","SIDM01025","753575","ESCA","aero_digestive_tract","oesophagus","GDSC2","281"
"KYSE-70","SIDM01024","753576","ESCA","aero_digestive_tract","oesophagus","GDSC1","345"
"KYSE-70","SIDM01024","753576","ESCA","aero_digestive_tract","oesophagus","GDSC2","282"
"L-1236","SIDM00313","1330935","UNCLASSIFIED","blood","Hodgkin_lymphoma","GDSC1","385"
"L-1236","SIDM00313","1330935","UNCLASSIFIED","blood","Hodgkin_lymphoma","GDSC2","281"
"L-363","SIDM00312","924239","MM","blood","myeloma","GDSC1","386"
"L-363","SIDM00312","924239","MM","blood","myeloma","GDSC2","280"
"L-428","SIDM00327","907322","UNCLASSIFIED","blood","Hodgkin_lymphoma","GDSC1","394"
"L-428","SIDM00327","907322","UNCLASSIFIED","blood","Hodgkin_lymphoma","GDSC2","281"
"L-540","SIDM00329","907323","UNCLASSIFIED","blood","Hodgkin_lymphoma","GDSC1","387"
"L-540","SIDM00329","907323","UNCLASSIFIED","blood","Hodgkin_lymphoma","GDSC2","281"
"LAMA-84","SIDM00346","907783","LCML","blood","chronic_myeloid_leukaemia","GDSC1","387"
"LAMA-84","SIDM00346","907783","LCML","blood","chronic_myeloid_leukaemia","GDSC2","282"
"LAN-6","SIDM00330","949170","NB","nervous_system","neuroblastoma","GDSC1","394"
"LAN-6","SIDM00330","949170","NB","nervous_system","neuroblastoma","GDSC2","180"
"LB1047-RCC","SIDM00187","753577","KIRC","kidney","kidney","GDSC1","392"
"LB1047-RCC","SIDM00187","753577","KIRC","kidney","kidney","GDSC2","180"
"LB2241-RCC","SIDM00186","753578","KIRC","kidney","kidney","GDSC1","394"
"LB2241-RCC","SIDM00186","753578","KIRC","kidney","kidney","GDSC2","179"
"LB2518-MEL","SIDM00185","753579","SKCM","skin","melanoma","GDSC1","387"
"LB2518-MEL","SIDM00185","753579","SKCM","skin","melanoma","GDSC2","179"
"LB373-MEL-D","SIDM00184","753581","SKCM","skin","melanoma","GDSC1","390"
"LB373-MEL-D","SIDM00184","753581","SKCM","skin","melanoma","GDSC2","180"
"LB647-SCLC","SIDM00183","753582","SCLC","lung","lung_small_cell_carcinoma","GDSC1","332"
"LB647-SCLC","SIDM00183","753582","SCLC","lung","lung_small_cell_carcinoma","GDSC2","180"
"LB771-HNC","SIDM00182","753583","HNSC","aero_digestive_tract","head_and_neck","GDSC1","392"
"LB771-HNC","SIDM00182","753583","HNSC","aero_digestive_tract","head_and_neck","GDSC2","281"
"LB831-BLC","SIDM00181","753584","BLCA","urogenital_system","bladder","GDSC1","391"
"LB831-BLC","SIDM00181","753584","BLCA","urogenital_system","bladder","GDSC2","282"
"LB996-RCC","SIDM00180","753585","KIRC","kidney","kidney","GDSC1","366"
"LB996-RCC","SIDM00180","753585","KIRC","kidney","kidney","GDSC2","281"
"LC-1-sq","SIDM00300","1298223","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC1","297"
"LC-1-sq","SIDM00300","1298223","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC2","281"
"LC-2-ad","SIDM00297","907786","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","386"
"LC-2-ad","SIDM00297","907786","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","180"
"LC4-1","SIDM00549","907787","ALL","blood","lymphoblastic_leukemia","GDSC1","388"
"LC4-1","SIDM00549","907787","ALL","blood","lymphoblastic_leukemia","GDSC2","280"
"LCLC-103H","SIDM00345","753586","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC1","344"
"LCLC-103H","SIDM00345","753586","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC2","282"
"LCLC-97TM1","SIDM00344","946361","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC1","352"
"LCLC-97TM1","SIDM00344","946361","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC2","281"
"LK-2","SIDM00548","687787","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC1","351"
"LK-2","SIDM00548","687787","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC2","281"
"LN-18","SIDM00685","1240168","GBM","nervous_system","glioma","GDSC1","345"
"LN-18","SIDM00685","1240168","GBM","nervous_system","glioma","GDSC2","281"
"LN-229","SIDM00684","1240169","GBM","nervous_system","glioma","GDSC1","341"
"LN-229","SIDM00684","1240169","GBM","nervous_system","glioma","GDSC2","281"
"LN-405","SIDM00343","910694","GBM","nervous_system","glioma","GDSC1","345"
"LN-405","SIDM00343","910694","GBM","nervous_system","glioma","GDSC2","281"
"LNCaP-Clone-FGC","SIDM00683","907788","PRAD","urogenital_system","prostate","GDSC1","391"
"LNCaP-Clone-FGC","SIDM00683","907788","PRAD","urogenital_system","prostate","GDSC2","281"
"LNZTA3WT4","SIDM01220","1240170","GBM","nervous_system","glioma","GDSC1","343"
"LNZTA3WT4","SIDM01220","1240170","GBM","nervous_system","glioma","GDSC2","99"
"LOU-NH91","SIDM00341","1298226","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC1","350"
"LOU-NH91","SIDM00341","1298226","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC2","281"
"LOUCY","SIDM00342","907789","ALL","blood","lymphoblastic_T_cell_leukaemia","GDSC1","384"
"LOUCY","SIDM00342","907789","ALL","blood","lymphoblastic_T_cell_leukaemia","GDSC2","282"
"LOXIMVI","SIDM00149","905974","SKCM","skin","melanoma","GDSC1","399"
"LOXIMVI","SIDM00149","905974","SKCM","skin","melanoma","GDSC2","281"
"LP-1","SIDM00340","907791","MM","blood","myeloma","GDSC1","394"
"LP-1","SIDM00340","907791","MM","blood","myeloma","GDSC2","257"
"LS-1034","SIDM00681","917486","COREAD","digestive_system","large_intestine","GDSC1","395"
"LS-1034","SIDM00681","917486","COREAD","digestive_system","large_intestine","GDSC2","283"
"LS-123","SIDM00776","907792","COREAD","digestive_system","large_intestine","GDSC1","395"
"LS-123","SIDM00776","907792","COREAD","digestive_system","large_intestine","GDSC2","283"
"LS-180","SIDM00680","998189","COREAD","digestive_system","large_intestine","GDSC1","358"
"LS-180","SIDM00680","998189","COREAD","digestive_system","large_intestine","GDSC2","283"
"LS-411N","SIDM00660","907794","COREAD","digestive_system","large_intestine","GDSC1","387"
"LS-411N","SIDM00660","907794","COREAD","digestive_system","large_intestine","GDSC2","282"
"LS-513","SIDM00677","907795","COREAD","digestive_system","large_intestine","GDSC1","395"
"LS-513","SIDM00677","907795","COREAD","digestive_system","large_intestine","GDSC2","224"
"LU-134-A","SIDM00296","753588","SCLC","lung","lung_small_cell_carcinoma","GDSC1","387"
"LU-134-A","SIDM00296","753588","SCLC","lung","lung_small_cell_carcinoma","GDSC2","180"
"LU-135","SIDM00294","713899","SCLC","lung","lung_small_cell_carcinoma","GDSC1","339"
"LU-135","SIDM00294","713899","SCLC","lung","lung_small_cell_carcinoma","GDSC2","279"
"LU-139","SIDM00293","713878","SCLC","lung","lung_small_cell_carcinoma","GDSC1","382"
"LU-139","SIDM00293","713878","SCLC","lung","lung_small_cell_carcinoma","GDSC2","231"
"LU-165","SIDM00292","753589","SCLC","lung","lung_small_cell_carcinoma","GDSC1","388"
"LU-165","SIDM00292","753589","SCLC","lung","lung_small_cell_carcinoma","GDSC2","282"
"LU-65","SIDM00547","724863","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC1","396"
"LU-65","SIDM00547","724863","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC2","281"
"LU-99A","SIDM01219","907796","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC1","341"
"LU-99A","SIDM01219","907796","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC2","281"
"LXF-289","SIDM00339","753592","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","393"
"LXF-289","SIDM00339","753592","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"LoVo","SIDM00839","907790","COREAD","digestive_system","large_intestine","GDSC1","343"
"LoVo","SIDM00839","907790","COREAD","digestive_system","large_intestine","GDSC2","283"
"M059J","SIDM00659","949094","GBM","nervous_system","glioma","GDSC1","343"
"M059J","SIDM00659","949094","GBM","nervous_system","glioma","GDSC2","279"
"M14","SIDM00003","905975","SKCM","skin","melanoma","GDSC1","345"
"M14","SIDM00003","905975","SKCM","skin","melanoma","GDSC2","242"
"MC-IXC","SIDM01246","908118","NB","nervous_system","neuroblastoma","GDSC1","342"
