,Drug_ID,Cell Line_ID,Y
43512,Alpelisib,SK-ES-1,2.64645
43513,Alpelisib,COLO-829,6.517062
43514,Alpelisib,5637,3.595567
43515,Alpelisib,RT4,4.404476
43516,Alpelisib,SW780,5.413422
43517,Alpelisib,TCCSUP,4.316762
43518,Alpelisib,C-33-A,5.160706
43519,Alpelisib,C-4-I,4.759929
43520,Alpelisib,ME-180,1.636723
43521,Alpelisib,42-MG-BA,2.992025
43522,Alpelisib,8-MG-BA,2.804447
43523,Alpelisib,A172,4.683801
43524,Alpelisib,GB-1,4.857355
43525,Alpelisib,T98G,3.730826
43526,Alpelisib,U-118-MG,5.915298
43527,Alpelisib,U-87-MG,3.630667
43528,Alpelisib,NCI-H720,2.849605
43529,Alpelisib,Calu-3,3.300282
43530,Alpelisib,COR-L23,3.553913
43531,Alpelisib,LK-2,5.146367
43532,Alpelisib,NCI-H1623,2.028626
43533,Alpelisib,NCI-H1648,0.218321
43534,Alpelisib,NCI-H1650,5.7783
43535,Alpelisib,NCI-H1693,6.319589
43536,Alpelisib,NCI-H1838,5.626559
43537,Alpelisib,NCI-H2085,5.522942
43538,Alpelisib,NCI-H2170,2.35654
43539,Alpelisib,NCI-H2228,2.722282
43540,Alpelisib,NCI-H2342,3.353624
43541,Alpelisib,NCI-H2347,7.573323
43542,Alpelisib,NCI-H2405,7.900445
43543,Alpelisib,NCI-H661,5.843334
43544,Alpelisib,COR-L311,2.075009
43545,Alpelisib,DMS-114,4.102754
43546,Alpelisib,DMS-273,2.499316
43547,Alpelisib,NCI-H1048,2.319479
43548,Alpelisib,NCI-H1092,5.320226
43549,Alpelisib,NCI-H1417,2.119636
43550,Alpelisib,NCI-H1694,5.049849
43551,Alpelisib,NCI-H1963,4.6538
43552,Alpelisib,NCI-H2029,3.562029
43553,Alpelisib,NCI-H209,4.541169
43554,Alpelisib,NCI-H2141,4.214574
43555,Alpelisib,NCI-H2227,4.5306
43556,Alpelisib,NCI-H345,5.907709
43557,Alpelisib,NCI-H446,3.756637
43558,Alpelisib,NCI-H526,3.857323
43559,Alpelisib,NCI-H64,4.146453
43560,Alpelisib,NCI-H69,0.810487
43561,Alpelisib,NCI-H82,2.410813
43562,Alpelisib,NCI-H2052,4.558648
43563,Alpelisib,SK-N-DZ,4.196115
43564,Alpelisib,SK-N-FI,1.976687
43565,Alpelisib,VA-ES-BJ,4.779271
43566,Alpelisib,VMRC-LCD,4.451469
43567,Alpelisib,LU-139,4.772556
43568,Alpelisib,SBC-5,4.188539
43569,Alpelisib,LU-135,3.561699
43570,Alpelisib,SK-N-SH,2.303614
43571,Alpelisib,NCI-H2122,1.161286
43572,Alpelisib,NCI-H650,4.441089
43573,Alpelisib,NCI-H929,-1.03294
43574,Alpelisib,SK-N-AS,4.223805
43575,Alpelisib,NCI-H1299,3.159408
43576,Alpelisib,NCI-H2087,4.043309
43577,Alpelisib,UM-UC-3,4.89002
43578,Alpelisib,SW756,5.503989
43579,Alpelisib,NCI-H727,5.153154
43580,Alpelisib,Calu-6,4.832977
43581,Alpelisib,LU-65,1.941515
43582,Alpelisib,NCI-H1355,3.395269
43583,Alpelisib,NCI-H1792,2.588701
43584,Alpelisib,HPAF-II,5.422738
43585,Alpelisib,MIA-PaCa-2,3.388615
43586,Alpelisib,SHP-77,3.665247
43587,Alpelisib,NCI-H2009,2.427928
43588,Alpelisib,SW1573,4.255041
43589,Alpelisib,SW900,4.85125
43590,Alpelisib,TE-5,2.863022
43591,Alpelisib,HCC1954,1.470716
43592,Alpelisib,HCC1143,2.855257
43593,Alpelisib,HCC1187,4.529696
43594,Alpelisib,HCC1395,3.411042
43595,Alpelisib,HCC1937,3.968692
43596,Alpelisib,HCC2157,2.896706
43597,Alpelisib,HCC38,4.143153
43598,Alpelisib,BB49-HNC,0.605612
43599,Alpelisib,Ca9-22,2.635146
43600,Alpelisib,CADO-ES1,4.558136
43601,Alpelisib,CAL-33,1.032132
43602,Alpelisib,CP66-MEL,4.3865
43603,Alpelisib,CPC-N,1.803888
43604,Alpelisib,CTV-1,2.902673
43605,Alpelisib,DMS-79,3.945618
43606,Alpelisib,DSH1,3.377824
43607,Alpelisib,EBC-1,4.849971
43608,Alpelisib,EC-GI-10,2.733434
43609,Alpelisib,EPLC-272H,1.714127
43610,Alpelisib,HA7-RCC,3.701334
43611,Alpelisib,HO-1-u-1,1.539716
43612,Alpelisib,HSC-2,0.877885
43613,Alpelisib,IM-9,2.78398
43614,Alpelisib,IST-SL2,2.242996
43615,Alpelisib,J82,5.758662
43616,Alpelisib,KNS-62,4.120501
43617,Alpelisib,KP-4,5.169531
43618,Alpelisib,KYSE-140,2.831398
43619,Alpelisib,KYSE-410,3.587662
43620,Alpelisib,KYSE-520,3.90585
43621,Alpelisib,KYSE-70,2.950379
43622,Alpelisib,LB771-HNC,3.057758
43623,Alpelisib,LB831-BLC,2.954598
43624,Alpelisib,LB996-RCC,4.429469
43625,Alpelisib,LCLC-103H,3.043312
43626,Alpelisib,LU-165,5.801966
43627,Alpelisib,LXF-289,3.479939
43628,Alpelisib,MS-1,2.454524
43629,Alpelisib,NCI-H1563,3.686885
43630,Alpelisib,NCI-H835,2.702385
43631,Alpelisib,PC-14,4.127712
43632,Alpelisib,SBC-3,4.339588
43633,Alpelisib,SK-MM-2,2.91452
43634,Alpelisib,TE-15,3.014211
43635,Alpelisib,U-266,4.847773
43636,Alpelisib,BE2-M17,3.022693
43637,Alpelisib,KELLY,3.993872
43638,Alpelisib,SIMA,4.212098
43639,Alpelisib,TE-1,4.206765
43640,Alpelisib,TE-8,3.121063
43641,Alpelisib,CAPAN-1,4.251634
43642,Alpelisib,OVCAR-3,4.864824
43643,Alpelisib,PC-3,4.617134
43644,Alpelisib,DU-145,4.690862
43645,Alpelisib,HCT-116,2.501581
43646,Alpelisib,HCT-15,1.961992
43647,Alpelisib,HL-60,2.169817
43648,Alpelisib,HT-29,2.350621
43649,Alpelisib,K-562,5.169572
43650,Alpelisib,NCI-H226,5.071243
43651,Alpelisib,NCI-H23,5.20994
43652,Alpelisib,NCI-H522,3.95614
43653,Alpelisib,T47D,1.602163
43654,Alpelisib,MCF7,2.25542
43655,Alpelisib,786-0,5.223006
43656,Alpelisib,A498,5.070332
43657,Alpelisib,A549,2.762734
43658,Alpelisib,ACHN,5.002881
43659,Alpelisib,BT-549,4.095551
43660,Alpelisib,CCRF-CEM,2.526197
43661,Alpelisib,SK-MEL-2,4.630982
43662,Alpelisib,SK-MEL-5,4.626709
43663,Alpelisib,Hs-578-T,2.322805
43664,Alpelisib,MOLT-4,3.467702
43665,Alpelisib,SK-OV-3,3.109995
43666,Alpelisib,MDA-MB-231,4.141262
43667,Alpelisib,COLO-205,2.967247
43668,Alpelisib,SW620,4.661089
43669,Alpelisib,RPMI-8226,3.459587
43670,Alpelisib,SR,2.287934
43671,Alpelisib,NCI-H322M,4.030595
43672,Alpelisib,IGROV-1,-0.703124
43673,Alpelisib,OVCAR-5,1.951474
43674,Alpelisib,EKVX,5.092941
43675,Alpelisib,HCC2998,3.395547
43676,Alpelisib,HOP-62,5.566195
43677,Alpelisib,HOP-92,5.009335
43678,Alpelisib,LOXIMVI,2.537729
43679,Alpelisib,M14,5.557238
43680,Alpelisib,UACC-62,4.029024
43681,Alpelisib,UACC-257,5.820459
43682,Alpelisib,RXF393,3.699774
43683,Alpelisib,SN12C,5.861637
43684,Alpelisib,TK10,5.619683
43685,Alpelisib,U251,5.424335
43686,Alpelisib,SF539,3.288392
43687,Alpelisib,SF268,4.442976
43688,Alpelisib,KM12,5.357361
43689,Alpelisib,OVCAR-4,5.9956
43690,Alpelisib,OVCAR-8,3.904269
43691,Alpelisib,BxPC-3,2.896517
43692,Alpelisib,BHT-101,3.068834
43693,Alpelisib,Becker,5.006949
43694,Alpelisib,BE-13,4.176249
43695,Alpelisib,ARH-77,1.826979
43696,Alpelisib,AGS,0.863382
43697,Alpelisib,ABC-1,4.352914
43698,Alpelisib,A2058,4.289099
43699,Alpelisib,A375,4.509372
43700,Alpelisib,A253,4.706245
43701,Alpelisib,8305C,3.516154
43702,Alpelisib,647-V,5.402659
43703,Alpelisib,639-V,4.181952
43704,Alpelisib,697,2.040979
43705,Alpelisib,BT-20,1.099379
43706,Alpelisib,A2780,0.091883
43707,Alpelisib,COR-L105,2.817275
43708,Alpelisib,COR-L88,4.668733
43709,Alpelisib,COLO-824,2.607741
43710,Alpelisib,COLO-792,2.444006
43711,Alpelisib,COLO-680N,4.655649
43712,Alpelisib,COLO-679,4.597093
43713,Alpelisib,CHP-212,1.657257
43714,Alpelisib,CFPAC-1,4.124517
43715,Alpelisib,Ca-Ski,2.725446
43716,Alpelisib,CAL-120,6.634235
43717,Alpelisib,CAL-72,3.71114
43718,Alpelisib,CAL-62,3.619399
43719,Alpelisib,C32,5.719968
43720,Alpelisib,Daudi,2.533781
43721,Alpelisib,DB,4.505448
43722,Alpelisib,Daoy,3.200363
43723,Alpelisib,D-283MED,3.327255
43724,Alpelisib,DBTRG-05MG,7.18238
43725,Alpelisib,DEL,3.804935
43726,Alpelisib,Detroit562,2.107429
43727,Alpelisib,DG-75,4.504876
43728,Alpelisib,DK-MG,4.585211
43729,Alpelisib,DOHH-2,2.120963
43730,Alpelisib,DoTc2-4510,3.99472
43731,Alpelisib,DU-4475,3.683013
43732,Alpelisib,EB2,2.92447
43733,Alpelisib,EB-3,3.715027
43734,Alpelisib,ECC10,3.249531
43735,Alpelisib,ECC12,4.391882
43736,Alpelisib,EFM-19,1.177257
43737,Alpelisib,EFO-27,5.499684
43738,Alpelisib,EGI-1,5.774866
43739,Alpelisib,EM-2,3.45252
43740,Alpelisib,EoL-1-cell,3.068255
43741,Alpelisib,ETK-1,2.903563
43742,Alpelisib,EVSA-T,3.288178
43743,Alpelisib,FADU,3.227755
43744,Alpelisib,FTC-133,5.880075
43745,Alpelisib,G-361,4.83827
43746,Alpelisib,GAMG,3.344101
43747,Alpelisib,GCIY,3.700227
43748,Alpelisib,GDM-1,0.539443
43749,Alpelisib,GI-1,3.369912
43750,Alpelisib,GI-ME-N,4.154939
43751,Alpelisib,GMS-10,2.484118
43752,Alpelisib,GOTO,4.021254
43753,Alpelisib,GR-ST,2.455822
43754,Alpelisib,GCT,3.827751
43755,Alpelisib,ESS-1,1.517729
43756,Alpelisib,H4,3.04044
43757,Alpelisib,H9,3.147372
43758,Alpelisib,HC-1,2.335447
43759,Alpelisib,HCC1419,4.033485
43760,Alpelisib,HCC1569,2.040994
43761,Alpelisib,HCC1806,3.143884
43762,Alpelisib,HCC70,3.089032
43763,Alpelisib,HD-MY-Z,6.89628
43764,Alpelisib,HEC-1,5.187482
43765,Alpelisib,HEL,3.891209
43766,Alpelisib,HGC-27,0.36465
43767,Alpelisib,HH,2.916849
43768,Alpelisib,HLE,4.653656
43769,Alpelisib,HMV-II,3.278243
43770,Alpelisib,HOS,3.453741
43771,Alpelisib,HSC-3,2.565518
43772,Alpelisib,HSC-4,4.747631
43773,Alpelisib,HT-1080,5.734974
43774,Alpelisib,HT-1197,3.50226
43775,Alpelisib,HT-1376,6.283934
43776,Alpelisib,HT-144,4.249808
43777,Alpelisib,HT-3,5.423458
43778,Alpelisib,HuCCT1,3.842228
43779,Alpelisib,HuH-7,5.54169
43780,Alpelisib,HuO9,1.002722
43781,Alpelisib,HuTu-80,2.376841
43782,Alpelisib,IGR-1,5.074117
43783,Alpelisib,IMR-5,3.938206
43784,Alpelisib,IST-MEL1,4.650598
43785,Alpelisib,IST-MES1,4.207153
43786,Alpelisib,JiyoyeP-2003,3.999531
43787,Alpelisib,JVM-2,1.877252
43788,Alpelisib,JVM-3,1.691974
43789,Alpelisib,KALS-1,4.365466
43790,Alpelisib,KARPAS-45,2.901176
43791,Alpelisib,KARPAS-299,4.12575
43792,Alpelisib,KARPAS-422,2.953367
43793,Alpelisib,KASUMI-1,1.535461
43794,Alpelisib,KATOIII,5.066644
43795,Alpelisib,KE-37,2.315102
43796,Alpelisib,KG-1,4.343366
43797,Alpelisib,KINGS-1,3.064805
43798,Alpelisib,KMOE-2,3.900346
43799,Alpelisib,KMS-12-BM,2.306015
43800,Alpelisib,HuP-T3,3.461239
43801,Alpelisib,HuP-T4,4.274365
43802,Alpelisib,HT55,2.117469
43803,Alpelisib,HT-115,3.435095
43804,Alpelisib,H-EMC-SS,2.674227
43805,Alpelisib,GP5d,1.248277
43806,Alpelisib,DMS-53,5.494635
43807,Alpelisib,G-402,2.484813
43808,Alpelisib,G-401,1.801042
43809,Alpelisib,KY821,0.909682
43810,Alpelisib,KU812,3.685615
43811,Alpelisib,KU-19-19,4.617477
43812,Alpelisib,KS-1,3.272996
43813,Alpelisib,KP-N-YN,3.651125
43814,Alpelisib,KYSE-150,2.180431
43815,Alpelisib,KYSE-180,3.273369
43816,Alpelisib,KYSE-270,2.554923
43817,Alpelisib,KYSE-450,2.630633
43818,Alpelisib,L-428,4.480595
43819,Alpelisib,L-540,3.112795
43820,Alpelisib,LAMA-84,3.464769
43821,Alpelisib,LC4-1,4.184558
43822,Alpelisib,LNCaP-Clone-FGC,3.00245
43823,Alpelisib,LOUCY,2.46394
43824,Alpelisib,LoVo,3.121207
43825,Alpelisib,LP-1,6.001624
43826,Alpelisib,LS-123,4.028388
43827,Alpelisib,LS-411N,4.909008
43828,Alpelisib,LS-513,3.08507
43829,Alpelisib,LU-99A,3.125646
43830,Alpelisib,MDA-MB-361,-0.031036
43831,Alpelisib,MDA-MB-453,0.355693
43832,Alpelisib,MDA-MB-468,3.974175
43833,Alpelisib,MEL-JUSO,5.512319
43834,Alpelisib,MEG-01,4.146634
43835,Alpelisib,MES-SA,3.458505
43836,Alpelisib,Mewo,3.693883
43837,Alpelisib,MFE-280,1.439024
43838,Alpelisib,MFE-296,5.452757
43839,Alpelisib,MG-63,3.415811
43840,Alpelisib,MHH-CALL-2,2.286375
43841,Alpelisib,MHH-PREB-1,4.467799
43842,Alpelisib,MKN1,1.546768
43843,Alpelisib,MKN28,3.854157
43844,Alpelisib,ML-2,1.916489
43845,Alpelisib,MLMA,1.625714
43846,Alpelisib,MN-60,5.049257
43847,Alpelisib,MOG-G-CCM,3.524815
43848,Alpelisib,MOG-G-UVW,3.749972
43849,Alpelisib,MOLT-13,4.149972
43850,Alpelisib,MOLT-16,2.610693
43851,Alpelisib,MONO-MAC-6,2.959577
43852,Alpelisib,Mo-T,5.094224
43853,Alpelisib,MPP-89,4.157541
43854,Alpelisib,MRK-nu-1,4.067271
43855,Alpelisib,MSTO-211H,5.250293
43856,Alpelisib,MV-4-11,1.898271
43857,Alpelisib,NALM-6,0.991915
43858,Alpelisib,NAMALWA,1.658831
43859,Alpelisib,NB69,0.621705
43860,Alpelisib,NCCIT,1.984434
43861,Alpelisib,NCI-H520,4.238495
43862,Alpelisib,SNU-1,4.496832
43863,Alpelisib,SNU-5,3.900565
43864,Alpelisib,SNU-16,3.027239
43865,Alpelisib,NH-12,3.215509
43866,Alpelisib,NKM-1,4.040806
43867,Alpelisib,NOMO-1,1.993917
43868,Alpelisib,NTERA-2-cl-D1,2.04794
43869,Alpelisib,NUGC-3,3.399448
43870,Alpelisib,NCI-H747,2.126006
43871,Alpelisib,NCI-H716,4.14909
43872,Alpelisib,NCI-H596,2.359868
43873,Alpelisib,NCI-H441,6.984405
43874,Alpelisib,NCI-N87,0.366502
43875,Alpelisib,NCI-H2452,3.553888
43876,Alpelisib,NCI-H1793,5.257272
43877,Alpelisib,NCI-H358,3.315365
43878,Alpelisib,NCI-H1155,4.894044
43879,Alpelisib,NCI-H28,4.772363
43880,Alpelisib,NCI-H1581,4.612528
43881,Alpelisib,NCI-H1573,5.758145
43882,Alpelisib,NCI-H1666,2.695887
43883,Alpelisib,NCI-H1703,2.095278
43884,Alpelisib,NCI-H1755,2.407872
43885,Alpelisib,NCI-H1993,3.357783
43886,Alpelisib,NCI-H524,2.908249
43887,Alpelisib,ONS-76,5.219769
43888,Alpelisib,OPM-2,2.392822
43889,Alpelisib,OS-RC-2,4.376518
43890,Alpelisib,P12-ICHIKAWA,2.324922
43891,Alpelisib,P30-OHK,1.852318
43892,Alpelisib,P31-FUJ,2.995446
43893,Alpelisib,PA-1,1.944066
43894,Alpelisib,OCUB-M,0.173386
43895,Alpelisib,OC-314,3.233366
43896,Alpelisib,PF-382,2.455832
43897,Alpelisib,Raji,4.25014
43898,Alpelisib,RCM-1,3.428459
43899,Alpelisib,RD,2.610544
43900,Alpelisib,REH,2.205425
43901,Alpelisib,RF-48,3.321051
43902,Alpelisib,RKO,2.82544
43903,Alpelisib,RMG-I,3.854923
43904,Alpelisib,RPMI-6666,1.690747
43905,Alpelisib,RPMI-8402,1.399807
43906,Alpelisib,RS4-11,2.167214
43907,Alpelisib,RT-112,2.467715
43908,Alpelisib,Saos-2,2.589677
43909,Alpelisib,SAS,2.464654
43910,Alpelisib,SCC-9,2.400347
43911,Alpelisib,SH-4,4.996382
43912,Alpelisib,SJRH30,2.212973
43913,Alpelisib,SJSA-1,3.206607
43914,Alpelisib,SK-CO-1,2.455591
43915,Alpelisib,SK-HEP-1,5.026677
43916,Alpelisib,SK-LMS-1,4.915885
43917,Alpelisib,SK-LU-1,5.461728
43918,Alpelisib,SKM-1,3.424896
43919,Alpelisib,SK-MEL-1,5.598049
43920,Alpelisib,SK-MEL-24,4.844055
43921,Alpelisib,SK-MES-1,4.96873
43922,Alpelisib,SK-MG-1,2.542459
43923,Alpelisib,SK-PN-DW,3.3796
43924,Alpelisib,SK-UT-1,3.365732
43925,Alpelisib,SNG-M,3.349999
43926,Alpelisib,SNU-387,2.505157
43927,Alpelisib,SNU-423,3.011492
43928,Alpelisib,SNU-449,4.501947
43929,Alpelisib,SNU-C2B,4.927606
43930,Alpelisib,SUP-T1,1.912983
43931,Alpelisib,SW13,2.701255
43932,Alpelisib,SW1088,4.488974
43933,Alpelisib,SW1116,4.2487
43934,Alpelisib,SW1417,4.962635
43935,Alpelisib,SW1463,4.402255
43936,Alpelisib,SW1710,4.5455
43937,Alpelisib,SW1783,3.735829
43938,Alpelisib,SW48,1.95233
43939,Alpelisib,SW626,4.56899
43940,Alpelisib,SW684,5.030441
43941,Alpelisib,SW837,5.525077
43942,Alpelisib,SW872,3.766647
43943,Alpelisib,SW948,2.283308
43944,Alpelisib,SW982,3.03665
43945,Alpelisib,T84,1.961359
43946,Alpelisib,TGBC1TKB,5.029412
43947,Alpelisib,TGBC11TKB,2.926212
43948,Alpelisib,TUR,3.265633
43949,Alpelisib,TYK-nu,5.289276
43950,Alpelisib,U-2-OS,4.253171
43951,Alpelisib,U-698-M,2.067892
43952,Alpelisib,UMC-11,5.622143
43953,Alpelisib,VM-CUB-1,4.980976
43954,Alpelisib,VMRC-RCZ,7.325546
43955,Alpelisib,WM-115,3.351626
43956,Alpelisib,WSU-NHL,1.081946
43957,Alpelisib,YAPC,3.073484
43958,Alpelisib,YH-13,2.190903
43959,Alpelisib,ZR-75-30,2.922
43960,Alpelisib,RCC10RGB,5.273597
43961,Alpelisib,KURAMOCHI,5.43143
43962,Alpelisib,KM-H2,3.510096
43963,Alpelisib,HuO-3N1,4.8642
43964,Alpelisib,OE19,2.786776
43965,Alpelisib,Ramos-2G6-4C10,3.256764
43966,Alpelisib,RPMI-8866,2.209329
43967,Alpelisib,PSN1,4.529401
43968,Alpelisib,OAW-42,2.790667
43969,Alpelisib,OE33,2.262813
43970,Alpelisib,CW-2,3.094222
43971,Alpelisib,CGTH-W-1,5.038611
43972,Alpelisib,COLO-320-HSR,2.2824
43973,Alpelisib,ATN-1,1.107216
43974,Alpelisib,CESS,2.491046
43975,Alpelisib,COLO-678,7.014542
43976,Alpelisib,COLO-684,2.563861
43977,Alpelisib,COLO-668,3.355468
43978,Alpelisib,LN-405,4.641359
43979,Alpelisib,TGBC24TKB,1.648267
43980,Alpelisib,BFTC-909,1.81123
43981,Alpelisib,C2BBe1,4.157261
43982,Alpelisib,AsPC-1,5.520955
43983,Alpelisib,CA46,4.098994
43984,Alpelisib,AU565,2.152919
43985,Alpelisib,BALL-1,2.642531
43986,Alpelisib,BL-41,2.409205
43987,Alpelisib,BV-173,4.12122
43988,Alpelisib,IA-LM,4.900362
43989,Alpelisib,TGW,2.576917
43990,Alpelisib,AN3-CA,1.878377
43991,Alpelisib,A204,4.64529
43992,Alpelisib,NY,4.413752
43993,Alpelisib,C3A,5.519133
43994,Alpelisib,A427,4.343406
43995,Alpelisib,CAL-85-1,3.071853
43996,Alpelisib,CHL-1,4.934987
43997,Alpelisib,NCI-H1651,4.283244
43998,Alpelisib,RPMI-7951,3.216415
43999,Alpelisib,SCC-4,2.509808
44000,Alpelisib,SNU-C1,3.883027
44001,Alpelisib,ST486,3.712273
44002,Alpelisib,SW1990,5.999916
44003,Alpelisib,UACC-812,2.507278
44004,Alpelisib,SCC-15,3.743199
44005,Alpelisib,CAPAN-2,4.319154
44006,Alpelisib,CAL-27,3.155653
44007,Alpelisib,BC-1,2.20379
44008,Alpelisib,A704,2.918428
44009,Alpelisib,A101D,3.884018
44010,Alpelisib,769-P,3.764075
44011,Alpelisib,23132-87,2.034585
44012,Alpelisib,BFTC-905,2.169726
44013,Alpelisib,CAL-51,3.258953
44014,Alpelisib,SCC-3,3.830748
44015,Alpelisib,GAK,4.814854
44016,Alpelisib,AM-38,4.113645
44017,Alpelisib,A4-Fuk,0.201438
44018,Alpelisib,A3-KAW,2.617894
44019,Alpelisib,DOK,0.228074
44020,Alpelisib,COR-L279,3.538514
44021,Alpelisib,CHP-134,4.125893
44022,Alpelisib,NEC8,2.538254
44023,Alpelisib,CAS-1,4.679509
44024,Alpelisib,ALL-PO,2.132552
44025,Alpelisib,OCI-AML2,2.633467
44026,Alpelisib,MFM-223,3.030738
44027,Alpelisib,CML-T1,2.333985
44028,Alpelisib,CAL-54,3.350097
44029,Alpelisib,EFO-21,6.04762
44030,Alpelisib,LS-1034,4.451848
44031,Alpelisib,22RV1,2.077915
44032,Alpelisib,8505C,6.218958
44033,Alpelisib,B-CPAP,5.027541
44034,Alpelisib,BPH-1,1.078385
44035,Alpelisib,CAL-148,1.017433
44036,Alpelisib,CAL-39,0.309206
44037,Alpelisib,CaR-1,2.90715
44038,Alpelisib,HDLM-2,4.985735
44039,Alpelisib,HO-1-N-1,2.318481
44040,Alpelisib,HTC-C3,4.985457
44041,Alpelisib,KGN,2.769457
44042,Alpelisib,KLE,5.595082
44043,Alpelisib,K5,1.643677
44044,Alpelisib,L-363,1.621495
44045,Alpelisib,MDA-MB-415,3.873013
44046,Alpelisib,NCI-H250,4.368557
44047,Alpelisib,NCI-H1975,2.433574
44048,Alpelisib,MKN7,4.903019
44049,Alpelisib,MDA-MB-157,4.285425
44050,Alpelisib,MKN45,2.96039
44051,Alpelisib,NCI-H810,4.919995
44052,Alpelisib,MFH-ino,4.382482
44053,Alpelisib,NOS-1,2.053135
44054,Alpelisib,PANC-03-27,3.926218
44055,Alpelisib,PANC-08-13,4.091471
44056,Alpelisib,PANC-10-05,4.486522
44057,Alpelisib,RL95-2,5.164596
44058,Alpelisib,RO82-W-1,6.967678
44059,Alpelisib,SiHa,5.551667
44060,Alpelisib,SKG-IIIa,3.041794
44061,Alpelisib,TT,6.333877
44062,Alpelisib,TE-9,3.079946
44063,Alpelisib,TE-6,1.65978
44064,Alpelisib,TE-12,3.39954
44065,Alpelisib,TC-YIK,4.653961
44066,Alpelisib,YT,2.12392
44067,Alpelisib,BT-474,1.744584
44068,Alpelisib,OAW-28,5.220397
44069,Alpelisib,LCLC-97TM1,2.391797
44070,Alpelisib,D-263MG,5.379953
44071,Alpelisib,D-392MG,4.090783
44072,Alpelisib,CAMA-1,4.133809
44073,Alpelisib,Caov-4,3.351121
44074,Alpelisib,BT-483,3.74657
44075,Alpelisib,M059J,4.327875
44076,Alpelisib,HAL-01,1.355293
44077,Alpelisib,ES8,2.2234
44078,Alpelisib,ES4,4.464422
44079,Alpelisib,ES6,2.008952
44080,Alpelisib,ES1,1.293526
44081,Alpelisib,EW-7,0.960761
44082,Alpelisib,EW-3,1.468037
44083,Alpelisib,EW-1,1.766158
44084,Alpelisib,EW-18,2.074252
44085,Alpelisib,EW-16,2.732265
44086,Alpelisib,EW-13,4.361851
44087,Alpelisib,EW-22,1.903774
44088,Alpelisib,EW-24,2.38148
44089,Alpelisib,NB10,2.748366
44090,Alpelisib,NB12,0.074107
44091,Alpelisib,NB7,5.334667
44092,Alpelisib,NB13,2.866519
44093,Alpelisib,NB14,3.995597
44094,Alpelisib,NB1,2.715246
44095,Alpelisib,RH-1,3.650256
44096,Alpelisib,Jurkat,2.143558
44097,Alpelisib,LS-180,3.100132
44098,Alpelisib,BICR22,1.793428
44099,Alpelisib,BICR78,4.055728
44100,Alpelisib,CCK-81,2.163268
44101,Alpelisib,CL-40,4.515697
44102,Alpelisib,EN,3.048444
44103,Alpelisib,ES-2,5.479589
44104,Alpelisib,FU-OV-1,4.68513
44105,Alpelisib,G-MEL,2.798822
44106,Alpelisib,NCI-H2591,6.549292
44107,Alpelisib,NCI-H2595,6.456423
44108,Alpelisib,NCI-H2731,3.196723
44109,Alpelisib,NCI-H2803,5.371866
44110,Alpelisib,NCI-H2804,4.266851
44111,Alpelisib,NCI-H2810,4.159632
44112,Alpelisib,NCI-H2869,5.048766
44113,Alpelisib,NCI-H3118,1.114526
44114,Alpelisib,NCI-H513,6.015909
44115,Alpelisib,HARA,2.02825
44116,Alpelisib,HCC-15,5.252959
44117,Alpelisib,HCC-366,2.164984
44118,Alpelisib,HCC-44,2.770231
44119,Alpelisib,HCC-827,4.220316
44120,Alpelisib,Hep3B2-1-7,2.156653
44121,Alpelisib,Hs-633T,4.160427
44122,Alpelisib,Hs-746T,5.345708
44123,Alpelisib,IGR-37,4.374434
44124,Alpelisib,IHH-4,4.899681
44125,Alpelisib,IM-95,1.90324
44126,Alpelisib,JHH-2,4.326108
44127,Alpelisib,JHH-4,5.938015
44128,Alpelisib,JHH-6,3.373157
44129,Alpelisib,JHH-7,4.578374
44130,Alpelisib,JHU-022,2.86069
44131,Alpelisib,KYM-1,3.130193
44132,Alpelisib,KYSE-220,1.91783
44133,Alpelisib,LN-18,4.660833
44134,Alpelisib,LN-229,4.826288
44135,Alpelisib,MDA-MB-436,4.650508
44136,Alpelisib,MDST8,4.84605
44137,Alpelisib,MFE-319,4.610322
44138,Alpelisib,MS751,4.769754
44139,Alpelisib,NB(TU)1-10,1.65099
44140,Alpelisib,NCI-H1869,4.500667
44141,Alpelisib,NCI-H1915,5.015411
44142,Alpelisib,NCI-H1944,3.486135
44143,Alpelisib,NCI-H196,5.548623
44144,Alpelisib,NCI-H2023,2.421673
44145,Alpelisib,NCI-H211,3.543097
44146,Alpelisib,NCI-H3122,2.399586
44147,Alpelisib,NCI-H841,4.380843
44148,Alpelisib,NCI-H847,2.076858
44149,Alpelisib,OSC-20,4.648967
44150,Alpelisib,OV-90,4.102232
44151,Alpelisib,OVISE,2.447879
44152,Alpelisib,OVKATE,5.858032
44153,Alpelisib,OVMIU,3.000388
44154,Alpelisib,PA-TU-8988T,5.326873
44155,Alpelisib,PC-3_[JPC-3],4.43571
44156,Alpelisib,PL18,4.543764
44157,Alpelisib,RERF-GC-1B,2.742093
44158,Alpelisib,RH-41,0.78007
44159,Alpelisib,SISO,5.559074
44160,Alpelisib,SKN,4.395261
44161,Alpelisib,SNU-182,4.690428
44162,Alpelisib,SNU-398,5.652241
44163,Alpelisib,SU8686,5.73665
44164,Alpelisib,SUIT-2,7.041276
44165,Alpelisib,TC-71,3.128747
44166,Alpelisib,TOV-21G,4.872636
44167,Alpelisib,TT2609-C02,7.223554
44168,Alpelisib,WM278,5.468248
44169,Alpelisib,SUP-B15,4.238893
