Cell Line_ID,Cell Line,Tissue,Tissue sub-type,Count,Mean_Y, Datasets
NUGC-4,[7.90882367 2.80950554 9.63433768 ... 8.94717826 3.47896538 7.80257257],digestive_system,stomach,121,4.397159033057851,GDSC2
NUGC-3,"[ 8.45320464  2.80078551 10.34101261 ...  8.79078444  3.2725149
  7.24159684]",digestive_system,stomach,121,2.543088371900826,GDSC2
NOS-1,[6.55555103 3.13813352 9.15014794 ... 8.91178151 3.17648575 6.34543466],bone,osteosarcoma,121,2.1989476859504133,GDSC2
COR-L23,"[ 8.13206859  2.78760769 10.11832694 ...  8.63739242  3.32551302
  7.18224162]",lung,lung_NSCLC_large_cell,121,3.036304859504132,GDSC2
NH-12,[7.16237967 2.88346676 9.49251579 ... 9.60491658 3.79943391 9.06974347],nervous_system,neuroblastoma,121,2.7976262479338847,GDSC2
NEC8,"[ 9.99324033  3.17168524 10.56233408 ...  9.96419917  3.2043991
  6.93213386]",urogenital_system,testis,121,1.6670934876033057,GDSC2
NCI-H929,"[ 3.22156906  2.95419835 10.77403552 ...  8.85572315  3.61407169
  8.5016281 ]",blood,myeloma,121,1.2770743966942149,GDSC2
COR-L311,"[ 5.31382361  2.76723555 10.90712407 ...  9.57572353  3.30889826
  7.09858351]",lung,lung_small_cell_carcinoma,121,1.9733560247933886,GDSC2
NCI-H720,[3.30534996 2.77944483 9.36549766 ... 9.08697207 3.47490722 7.45241806],lung,lung_NSCLC_carcinoid,121,2.8655364958677687,GDSC2
CPC-N,"[ 6.22684506  2.69979335 10.45482039 ...  9.86235834  3.266504
  8.63105707]",lung,lung_small_cell_carcinoma,121,1.8995506694214876,GDSC2
NCI-H661,"[ 7.09301864  2.99423067 10.10162305 ...  9.4040723   3.11667131
  6.89773134]",lung,lung_NSCLC_large_cell,121,3.756480619834711,GDSC2
NCI-H526,[6.19485334 2.90363572 9.6824781  ... 8.99633328 3.08972736 7.55880247],lung,lung_small_cell_carcinoma,121,2.075270132231405,GDSC2
NCI-H650,"[ 6.86896921  2.73097539 10.11803569 ...  9.3688577   3.46033108
  7.75776019]",lung,lung_NSCLC_adenocarcinoma,121,3.217285256198347,GDSC2
OAW-42,"[ 8.05851638  2.83764702 10.67367983 ... 10.15528026  3.05410275
  7.67397708]",urogenital_system,ovary,121,3.367888876033058,GDSC2
NCI-H513,"[ 8.53557046  2.88335191 10.80586095 ...  9.5109786   3.46533768
  7.95978047]",lung,mesothelioma,121,4.174859289256198,GDSC2
COLO-792,[7.68601617 2.8612652  9.86464238 ... 8.91889587 3.31856739 8.46701378],skin,melanoma,121,2.5710614876033056,GDSC2
NCI-H2722,"[ 5.94304601  2.68687416 10.29975702 ...  9.47758232  3.14306666
  8.3112096 ]",lung,mesothelioma,121,4.998131842975207,GDSC2
OVCAR-4,"[ 8.05285573  2.76889918 10.47604781 ...  9.80982061  3.33183622
  6.17518924]",urogenital_system,ovary,121,3.9859153553719007,GDSC2
NCI-H2591,"[ 7.61126786  2.70473938 10.27607926 ...  8.87351844  3.42612479
  8.51481366]",lung,mesothelioma,121,4.9263983636363635,GDSC2
OVCAR-3,"[ 8.4466264   2.77596165 10.69431296 ...  9.66842129  3.31299765
  7.02038523]",urogenital_system,ovary,121,3.137548438016529,GDSC2
DB,"[ 3.48801444  2.96611328 10.25972236 ... 10.09053429  3.35409643
  8.39513732]",blood,B_cell_lymphoma,121,1.7044736033057852,GDSC2
NCI-H596,"[ 7.69567858  2.80719902 10.34577393 ...  8.62852026  3.43459261
  6.28623404]",lung,lung_NSCLC_adenocarcinoma,121,3.372853140495868,GDSC2
OSC-20,"[ 8.06295022  2.81575723 10.37397997 ...  8.85529829  3.38802921
  6.95157491]",aero_digestive_tract,head_and_neck,121,3.582966388429752,GDSC2
OS-RC-2,"[ 7.9202863   2.87395896 10.94719911 ...  9.44229833  3.22143514
  6.80300215]",kidney,kidney,121,3.750780925619835,GDSC2
NCI-H446,"[ 6.35955081  3.21460573 11.4850328  ...  9.9219203   3.25413107
  7.35011177]",lung,lung_small_cell_carcinoma,121,2.03025879338843,GDSC2
DAN-G,"[ 8.19662334  2.69270608 10.82948671 ...  9.48333556  3.03283599
  7.2421878 ]",pancreas,pancreas,121,2.2772019834710746,GDSC2
OPM-2,"[ 3.215989    3.11312551 10.97767705 ... 10.31410451  3.44302358
  6.9206477 ]",blood,myeloma,121,1.4913336198347107,GDSC2
Calu-6,"[ 7.41380169  2.88529886 10.18269217 ... 10.3184985   3.08494396
  7.36165587]",lung,lung_NSCLC_adenocarcinoma,121,3.0103474049586776,GDSC2
NCI-H322M,[8.8656847  2.85959609 9.7735003  ... 8.4893268  3.49558361 7.70391953],lung,lung_NSCLC_adenocarcinoma,121,2.394791479338843,GDSC2
OE21,"[ 6.39523166  2.51734189 10.21417412 ...  9.47001603  3.34163485
  6.89321223]",aero_digestive_tract,oesophagus,121,2.6249361239669424,GDSC2
OE19,[7.21714504 2.7378366  9.79097085 ... 8.82743298 3.32086726 6.99170207],aero_digestive_tract,oesophagus,121,2.670162115702479,GDSC2
OACp4C,"[ 7.54439525  2.72743189 10.56973035 ...  9.20736253  3.23446437
  7.88756971]",aero_digestive_tract,oesophagus,121,2.309414644628099,GDSC2
HL-60,[3.35098534 2.99626031 9.9496569  ... 9.69353081 3.422156   8.03491696],blood,acute_myeloid_leukaemia,121,1.595673603305785,GDSC2
RERF-LC-KJ,"[ 8.29825171  2.80077744 10.2675167  ...  9.06278793  3.44244247
  7.09616441]",lung,lung_NSCLC_adenocarcinoma,121,2.968634685950413,GDSC2
SW780,"[ 9.8019445   2.82040631 10.59463193 ...  8.93852206  3.43380829
  7.80199268]",urogenital_system,bladder,121,3.4009868760330577,GDSC2
A253,"[ 3.26051366  2.78279838 10.12794593 ...  8.54187408  3.34704589
  8.11214181]",aero_digestive_tract,head_and_neck,121,2.8621637272727276,GDSC2
TGBC24TKB,"[ 7.44507282  2.94121968 10.45507696 ...  9.1847836   3.48590098
  8.1840944 ]",digestive_system,biliary_tract,121,3.072776347107438,GDSC2
TE-6,"[ 8.56646324  2.75820019  9.92182135 ...  8.76466803  3.28476038
 10.80168671]",aero_digestive_tract,oesophagus,121,2.6605281074380165,GDSC2
TE-4,[8.32741897 2.71518698 9.46989687 ... 9.32335357 3.49823702 9.06650493],aero_digestive_tract,oesophagus,121,2.527144818181818,GDSC2
TE-1,"[ 7.93402886  3.02458318 10.6894042  ...  9.14392936  3.34053197
  7.8613907 ]",aero_digestive_tract,oesophagus,121,3.098025685950413,GDSC2
TCCSUP,[7.40133955 2.72497738 9.86427977 ... 9.24656729 3.24781198 6.55234849],urogenital_system,bladder,121,3.6746898512396693,GDSC2
A498,[6.66926401 2.79476956 9.76978156 ... 9.4066736  3.09685005 8.08535626],kidney,kidney,121,3.1112177107438015,GDSC2
SiHa,"[ 6.67099255  2.71618829 10.34833248 ...  9.20531234  3.3376778
  7.37837149]",urogenital_system,cervix,121,3.686523049586777,GDSC2
A704,"[ 6.48278885  2.5704035  10.14249317 ...  9.43100396  3.37868237
  7.55590666]",kidney,kidney,121,2.4611639834710743,GDSC2
SW872,[8.69063018 2.77438434 9.99783753 ... 8.94788784 3.26011413 8.86366471],soft_tissue,soft_tissue_other,121,3.163802347107438,GDSC2
SW756,"[ 8.24310855  2.96480167 11.15456223 ...  9.01031366  3.40163341
  8.25950059]",urogenital_system,cervix,121,4.819822371900826,GDSC2
RERF-LC-Sq1,"[ 5.93655986  2.92605183 10.69777948 ...  8.56786669  3.20882736
  8.51333402]",lung,lung_NSCLC_squamous_cell_carcinoma,121,2.737400347107438,GDSC2
SW626,"[ 7.06156594  2.73018215 11.08071125 ...  9.66482973  2.93937672
  7.1976548 ]",urogenital_system,ovary,121,3.617074983471074,GDSC2
ALL-SIL,"[ 3.45558444  2.79415776  9.86076567 ... 10.16569946  3.25010717
  7.26490803]",blood,T_cell_leukemia,121,1.4090298842975206,GDSC2
SW1573,[6.48295464 2.81269291 9.16921442 ... 7.85253513 3.1867662  8.57485267],lung,lung_NSCLC_adenocarcinoma,121,4.595694231404958,GDSC2
AM-38,[6.67155446 2.90968009 9.31871831 ... 9.70730192 3.45262399 7.22292845],nervous_system,glioma,121,2.2879273801652893,GDSC2
AMO-1,"[ 3.30311105  3.1697794  10.3449448  ...  9.20682929  3.53240559
  8.99110074]",blood,haematopoietic_neoplasm_other,121,0.8841919421487603,GDSC2
AN3-CA,[8.93259765 2.68272563 9.52194892 ... 9.68204155 3.30287225 5.72569039],urogenital_system,endometrium,121,2.5845769421487605,GDSC2
ARH-77,[3.49866034 2.83372655 9.9901883  ... 8.79705229 3.28257606 7.12963989],blood,myeloma,121,1.218380743801653,GDSC2
ASH-3,"[ 6.68960839  2.89326321 10.5077119  ...  8.84159681  3.48412319
  7.09412563]",thyroid,thyroid,121,2.884742776859504,GDSC2
ATN-1,"[ 3.26105807  2.70219793  9.88595863 ... 10.12654508  3.35050878
  7.73980396]",blood,lymphoblastic_T_cell_leukaemia,121,1.2734307933884297,GDSC2
AsPC-1,"[ 8.14382833  2.92244731 10.26615034 ...  8.68633525  3.25166124
  7.69908917]",pancreas,pancreas,121,5.2670701652892555,GDSC2
TK,"[ 3.32714262  3.02821088 10.56303325 ... 10.41379893  3.20998593
  7.52507837]",blood,B_cell_lymphoma,121,2.2036342396694217,GDSC2
A2058,[7.07453349 2.88967694 9.77398677 ... 8.71482011 3.49743865 7.08559526],skin,melanoma,121,1.9659964049586778,GDSC2
TOV-112D,[8.79093028 2.71177114 8.91303942 ... 8.56550988 3.35384563 7.87388213],urogenital_system,ovary,121,2.4396647272727274,GDSC2
TT2609-C02,[7.48827486 2.86801763 9.69511352 ... 8.96557664 3.36509313 8.62840946],thyroid,thyroid,121,4.91849820661157,GDSC2
42-MG-BA,"[ 7.10444979  2.73857328 10.4758976  ...  8.70580776  3.14958344
  7.38184624]",nervous_system,glioma,121,2.369160909090909,GDSC2
WSU-NHL,[3.25688309 3.0653833  9.51066446 ... 9.6694059  3.68742983 7.96632321],blood,lymphoid_neoplasm_other,121,0.6332439504132231,GDSC2
WM793B,"[ 6.37795598  2.70127933 10.842753   ...  9.60342148  3.40980308
  7.89067875]",skin,melanoma,121,2.2518102727272726,GDSC2
WM278,"[ 7.20848829  2.65093768 10.03973807 ...  9.251731    3.01315914
  8.26756206]",skin,melanoma,121,3.5894283719008264,GDSC2
647-V,"[ 8.71355551  2.83472331 10.50474778 ...  9.26783808  3.34062138
  7.31051562]",urogenital_system,bladder,121,2.8853874214876036,GDSC2
WIL2-NS,[3.30995175 3.21389892 9.95910326 ... 9.21675547 3.31765031 7.69196222],blood,lymphoid_neoplasm_other,121,1.514533256198347,GDSC2
786-0,[6.60450042 2.70852856 9.76787769 ... 9.49490391 3.36131234 7.74972734],kidney,kidney,121,2.418909520661157,GDSC2
8-MG-BA,"[ 7.52634113  3.06990749 10.31883841 ...  9.68945503  3.33989462
  7.21792608]",nervous_system,glioma,121,1.7780257768595042,GDSC2
8505C,"[ 7.97730225  2.82300416 10.86960217 ...  9.35874677  3.34370231
  6.25704631]",thyroid,thyroid,121,3.2715375702479337,GDSC2
VA-ES-BJ,[7.80093181 2.91673144 9.12140667 ... 9.21174661 3.6404463  8.45346829],soft_tissue,soft_tissue_other,121,3.3827120330578513,GDSC2
UMC-11,[5.24680198 2.79655962 9.13814094 ... 9.50217658 3.70702711 6.72788068],lung,lung_NSCLC_carcinoid,121,3.1714648181818186,GDSC2
A101D,"[ 6.58593438  2.77411288 10.48713109 ... 10.72674304  3.31338821
  6.51304861]",skin,melanoma,121,2.052716429752066,GDSC2
UACC-257,[8.23689438 2.66778084 9.90406319 ... 9.16679672 3.19194661 7.7056874 ],skin,melanoma,121,3.822855776859504,GDSC2
U251,[6.53425738 2.95149119 9.18281807 ... 8.55738436 3.30066401 8.53859401],nervous_system,glioma,121,3.597076652892562,GDSC2
U-87-MG,"[ 6.38052942  3.00025227 10.53573944 ...  9.42145611  3.22429536
  7.88542479]",nervous_system,glioma,121,3.0957935950413225,GDSC2
U-698-M,[3.21907003 2.8145375  9.64730069 ... 9.2426064  3.24454653 7.62981809],blood,B_cell_leukemia,121,1.3538476033057851,GDSC2
A172,[3.16240822 2.87436969 9.25166103 ... 9.23224709 3.26287154 8.69937928],nervous_system,glioma,121,2.3606397933884296,GDSC2
A204,[6.27246718 2.73271529 9.79258303 ... 8.89405693 3.23859016 6.70371968],soft_tissue,rhabdomyosarcoma,121,2.997431917355372,GDSC2
U-118-MG,[6.6022525  2.69257091 9.82917221 ... 9.34120095 3.57811718 7.24549706],nervous_system,glioma,121,3.121360504132231,GDSC2
TYK-nu,"[ 6.04781572  2.75816022 10.43049523 ...  9.39878864  3.11069497
  5.67592846]",urogenital_system,ovary,121,3.0424405785123967,GDSC2
TUR,[3.37918229 2.87317647 9.74709589 ... 9.0550544  3.52067675 7.85003322],blood,B_cell_lymphoma,121,1.8655412809917356,GDSC2
SUP-HD1,[3.39630751 2.75800588 9.99767901 ... 9.16648275 3.21201336 8.74305784],blood,Hodgkin_lymphoma,121,2.033875429752066,GDSC2
SUIT-2,[7.2785367  2.93261169 9.92674944 ... 8.81689086 3.12020842 8.58012553],pancreas,pancreas,121,4.452329033057851,GDSC2
SU8686,"[ 8.63098122  2.74411774 10.43218696 ...  8.76743226  3.04562093
  7.82391349]",pancreas,pancreas,121,5.068319661157024,GDSC2
SK-ES-1,[7.87618819 2.84854573 9.28592458 ... 9.21142724 3.32339434 7.04002171],bone,ewings_sarcoma,121,1.719847966942149,GDSC2
SJRH30,[8.02189926 2.78356506 9.88131005 ... 9.21056679 3.56712244 7.6670446 ],soft_tissue,rhabdomyosarcoma,121,2.2728126694214876,GDSC2
SISO,"[ 6.94881418  3.11210902 10.12106683 ...  8.82752683  3.21376864
  7.15969986]",urogenital_system,cervix,121,3.3701514628099174,GDSC2
SIMA,"[ 6.65434945  3.10335409 10.13948786 ...  9.73605853  3.5462891
  7.90445339]",nervous_system,neuroblastoma,121,2.202015479338843,GDSC2
CAL-27,"[ 7.03665325  3.11439823 10.11603721 ...  8.13154628  3.4119117
  7.83477205]",aero_digestive_tract,head_and_neck,121,2.116681644628099,GDSC2
CAL-29,"[ 8.93021661  3.03366379 10.68858734 ...  8.81832892  3.09297009
  7.3111326 ]",urogenital_system,bladder,121,2.585935123966942,GDSC2
SF268,[7.59465835 2.85894764 9.85618667 ... 9.04887035 3.25881383 6.67285807],nervous_system,glioma,121,3.2959660991735538,GDSC2
SCC90,[8.43958447 2.78853921 9.99884927 ... 9.37920541 3.18697469 7.55233721],aero_digestive_tract,head_and_neck,121,3.361110256198347,GDSC2
CAL-33,"[ 7.47364471  2.76498176 10.50793164 ...  9.48054096  3.88797777
  7.58960178]",aero_digestive_tract,head_and_neck,121,2.3402663305785127,GDSC2
SCC-3,[3.19736801 2.8613281  9.78066049 ... 8.52331514 3.51207098 7.7625285 ],blood,B_cell_lymphoma,121,1.3607645619834712,GDSC2
SCC-15,"[ 8.85501876  2.9946484  10.12461456 ...  8.43189069  3.25483873
  7.78670053]",aero_digestive_tract,head_and_neck,121,3.141187297520661,GDSC2
SBC-5,[6.83339624 2.9449153  9.64763538 ... 8.75854616 3.13847406 7.77804284],lung,lung_small_cell_carcinoma,121,2.129464826446281,GDSC2
NCI-H196,[6.89153428 3.10198815 9.90181778 ... 9.20135978 3.29386257 7.43588582],lung,lung_small_cell_carcinoma,121,4.228538661157025,GDSC2
SAT,[7.55351049 2.96772525 9.24698038 ... 8.82884886 3.14347031 7.03798392],aero_digestive_tract,head_and_neck,121,3.034841694214876,GDSC2
Raji,"[ 3.64244027  2.76147275 11.08194    ... 10.53205348  3.5975864
  6.46716737]",blood,Burkitt_lymphoma,121,1.6877272561983472,GDSC2
RT4,"[10.44141251  2.62848832 10.04734533 ...  9.28641164  3.47373328
  7.36339642]",urogenital_system,bladder,121,2.8671284545454547,GDSC2
RS4-11,[3.27967007 2.80899841 9.52073661 ... 9.4965441  3.2288935  7.81474888],blood,leukemia,121,1.3366383553719008,GDSC2
RPMI-8226,"[ 3.18700863  2.74251693 10.04865087 ...  9.52298489  3.61359081
  7.30259175]",blood,myeloma,121,1.5626083305785123,GDSC2
RPMI-7951,"[ 6.07331959  3.09157255 10.57805592 ...  9.12025182  3.34240145
  7.6314264 ]",skin,melanoma,121,1.9075221157024795,GDSC2
CAL-78,[7.21518755 2.63319065 9.94212769 ... 9.29021267 3.14163068 7.18782722],bone,chondrosarcoma,121,2.772936636363636,GDSC2
RL95-2,"[ 6.81526332  2.65808627 10.35595173 ...  9.95537361  3.03529508
  7.58388408]",urogenital_system,endometrium,121,2.5265092809917356,GDSC2
RH-1,"[ 7.77737859  3.35737212 10.33803916 ...  9.36558922  3.16603455
  7.78951284]",soft_tissue,rhabdomyosarcoma,121,1.5965256446280993,GDSC2
CADO-ES1,[8.06659173 2.64407445 9.69096905 ... 8.83145803 3.41772056 7.73937934],bone,ewings_sarcoma,121,2.080659173553719,GDSC2
SK-GT-2,"[ 8.58267854  2.80590312 11.17780108 ...  8.77504161  3.46862116
  5.66127496]",digestive_system,stomach,121,1.9558581570247935,GDSC2
SU-DHL-8,"[ 3.3018054   3.02178782 10.70681228 ...  8.93235033  3.66240771
  7.05889664]",blood,B_cell_lymphoma,121,1.6564945454545457,GDSC2
CA46,"[ 3.177889    2.95725554 10.01573399 ...  8.84749663  3.37147675
  8.22472514]",blood,Burkitt_lymphoma,121,2.1426116198347107,GDSC2
SU-DHL-5,"[ 3.32986032  2.81498587 10.36620138 ...  9.58083629  3.45185322
  6.78326837]",blood,B_cell_lymphoma,121,0.36904347933884296,GDSC2
SU-DHL-10,"[ 3.28072014  2.73117022 10.25451956 ...  9.60051463  3.64325186
  7.25660777]",blood,B_cell_lymphoma,121,1.0996934214876033,GDSC2
B-CPAP,"[ 7.71470383  2.75274271 10.98233937 ...  9.36392587  3.4256283
  7.94651689]",thyroid,thyroid,121,2.9294567438016528,GDSC2
BALL-1,[3.25167062 2.96247275 9.75007631 ... 9.04553486 3.45522247 8.02468555],blood,B_cell_leukemia,121,1.086628,GDSC2
BB49-HNC,[6.80445857 2.92001607 9.67991214 ... 8.68232304 3.48260575 8.36891012],aero_digestive_tract,head_and_neck,121,2.166160396694215,GDSC2
SNU-5,[4.69265132 2.92430616 9.90393102 ... 8.81331513 3.36500796 6.92327012],digestive_system,stomach,121,2.34038794214876,GDSC2
BE2-M17,[5.62433577 2.77835442 9.62244944 ... 9.07740365 3.23231196 8.74358133],nervous_system,neuroblastoma,121,2.767934619834711,GDSC2
SNU-398,"[ 6.78843572  2.8602794  10.6517464  ...  9.69063465  3.79435638
  6.93316635]",digestive_system,liver,121,2.5480034876033058,GDSC2
BFTC-909,"[ 6.76387994  3.78640813 10.14691131 ...  9.53217355  3.25587278
  7.26778087]",kidney,kidney,121,2.278110132231405,GDSC2
SNU-182,"[ 9.49605249  2.71455071 10.30029276 ... 10.38419796  3.51344008
  7.69269005]",,,121,3.7084191322314046,
BHT-101,[7.79833789 2.77238506 9.61972705 ... 8.5228525  3.39906133 7.75210933],thyroid,thyroid,121,2.2346962892561986,GDSC2
BICR10,[7.72296192 2.97784277 9.9794042  ... 9.18000233 3.33172685 7.07759452],aero_digestive_tract,head_and_neck,121,2.7029625123966943,GDSC2
SKN-3,[8.83505787 2.7682868  9.3253221  ... 9.09541241 3.27068237 7.57775164],aero_digestive_tract,head_and_neck,121,2.9423748760330577,GDSC2
BPH-1,"[ 8.17289048  2.68662236 10.77916521 ...  9.33003466  3.05376453
  7.9540405 ]",urogenital_system,prostate,121,1.8985593719008265,GDSC2
SK-N-DZ,"[ 3.18150245  3.01987095 10.08649205 ...  8.85804604  3.41397389
  8.51815249]",nervous_system,neuroblastoma,121,2.1909389256198346,GDSC2
SK-MM-2,[3.3480972  2.81008352 9.89762864 ... 9.16587975 3.3860171  8.16818522],blood,myeloma,121,2.6121894297520662,GDSC2
SK-MG-1,"[ 6.13919035  2.95403504 10.15727024 ...  9.20029804  4.06503406
  6.81361692]",nervous_system,glioma,121,2.8946584132231403,GDSC2
SK-MES-1,[6.89426107 2.79443678 9.39869461 ... 8.10180142 3.23739007 6.79202386],lung,lung_NSCLC_squamous_cell_carcinoma,121,3.1315586942148763,GDSC2
C-4-I,"[ 7.90552186  2.51180725 10.40748623 ...  9.88118453  3.51144869
  6.63034238]",urogenital_system,cervix,121,2.640388041322314,GDSC2
C3A,"[ 8.59962938  2.81244946 10.50471854 ...  8.85400426  3.5814245
  7.343818  ]",digestive_system,liver,121,4.096465181818182,GDSC2
SK-HEP-1,[7.76453493 2.84823921 9.33461418 ... 8.56065497 3.17208779 7.9960213 ],digestive_system,liver,121,2.8511502396694213,GDSC2
DMS-53,[5.87885139 2.73892299 9.924714   ... 9.44699763 3.43606813 7.17307777],lung,lung_small_cell_carcinoma,121,3.497333347107438,GDSC2
huH-1,"[ 8.87610001  2.84717631 10.73379146 ...  9.05531053  3.2569593
  6.57333415]",digestive_system,liver,121,3.7249454958677686,GDSC2
NCI-H1944,[7.44962993 2.78156772 9.75242308 ... 8.81712896 3.25729278 6.73588621],lung,lung_NSCLC_adenocarcinoma,121,2.984735512396694,GDSC2
EW-18,[7.64082411 2.80749783 9.85780533 ... 8.86192759 3.49426825 7.34506138],bone,ewings_sarcoma,121,2.0503703801652895,GDSC2
23132-87,"[ 6.1916122   2.91053632 10.64953459 ...  9.38765751  3.4756011
  6.64948874]",digestive_system,stomach,121,2.2670818842975207,GDSC2
HSC-4,"[ 8.22389518  2.58707096 10.81303109 ...  8.85214533  3.19614334
  7.92304955]",aero_digestive_tract,head_and_neck,121,2.8268722892561984,GDSC2
EW-16,[7.50360626 3.14265389 9.08069123 ... 8.79269738 3.24501043 8.33912289],bone,ewings_sarcoma,121,2.5607404876033057,GDSC2
MC-CAR,"[ 3.23827251  2.98225419 10.2354907  ...  9.44630549  3.5308711
  6.13426915]",,,121,1.670535834710744,
M14,"[ 7.57267245  2.88430995 10.40641717 ...  9.07368412  3.23750103
  6.42012806]",skin,melanoma,121,2.384425966942149,GDSC2
M059J,"[ 7.06402534  2.91840297 10.49556323 ...  9.26753893  3.17564956
  6.55981317]",nervous_system,glioma,121,2.6753411487603302,GDSC2
HT-1080,[6.77969536 2.96391894 9.93098071 ... 9.34974537 3.34026482 8.04380796],soft_tissue,fibrosarcoma,121,3.240378347107438,GDSC2
LXF-289,[8.07229462 2.60724413 9.16941366 ... 9.1774737  3.16402736 7.96507834],lung,lung_NSCLC_adenocarcinoma,121,2.247396082644628,GDSC2
LNCaP-Clone-FGC,"[ 6.68017269  3.14007    10.13124478 ...  9.43816547  3.88785107
  6.34427602]",urogenital_system,prostate,121,1.962625991735537,GDSC2
LU-99A,"[ 6.45596887  2.72200011 10.42092125 ...  9.01957516  3.39202972
  7.4333922 ]",lung,lung_NSCLC_large_cell,121,3.6236265950413222,GDSC2
H4,[6.62926215 2.90287082 9.31384124 ... 9.20618808 2.9742353  7.48294297],nervous_system,glioma,121,1.911606917355372,GDSC2
LU-135,[4.70775759 2.86971594 9.25595947 ... 9.51649512 3.37737418 7.61615168],lung,lung_small_cell_carcinoma,121,2.60933105785124,GDSC2
Hs-746T,[6.18630434 3.2145593  9.71083932 ... 8.62536757 3.40364102 8.69384967],digestive_system,stomach,121,2.9179274545454548,GDSC2
FADU,[6.97336175 2.7714638  9.98560463 ... 9.34164588 3.13017911 7.25446646],aero_digestive_tract,head_and_neck,121,2.44954820661157,GDSC2
KARPAS-45,"[ 7.01341903  3.21968328 10.22345858 ... 10.0487792   3.38390968
  7.44594231]",blood,lymphoblastic_leukemia,121,1.5294714876033058,GDSC2
LOU-NH91,"[ 4.15536986  2.78252391 10.68328136 ...  9.84913219  3.52712285
  6.30233531]",lung,lung_NSCLC_squamous_cell_carcinoma,121,2.7092322975206615,GDSC2
EW-1,"[ 6.94285106  2.8041966  10.53502911 ...  8.82123701  3.49833666
  7.51380316]",bone,ewings_sarcoma,121,1.6605057603305786,GDSC2
ETK-1,"[ 9.02145756  3.09819789 10.06111039 ...  9.22859112  3.33179179
  7.20241062]",digestive_system,biliary_tract,121,2.781912223140496,GDSC2
ESO51,"[ 4.03059716  2.89149765 11.06365055 ...  9.32552713  3.47541556
  9.12664675]",aero_digestive_tract,oesophagus,121,2.7653225206611567,GDSC2
ESO26,[7.59363964 2.6726204  9.93509383 ... 8.20893859 3.49984844 7.14627144],aero_digestive_tract,oesophagus,121,2.986839429752066,GDSC2
JHH-6,[8.20404187 2.74166328 9.66774719 ... 8.9550096  3.421232   8.05833042],digestive_system,liver,121,3.6145514958677687,GDSC2
Hey,"[ 7.16578678  2.9640918  10.29708735 ...  8.62268302  3.44263369
  5.93753648]",urogenital_system,ovary,121,3.1937408264462808,GDSC2
HSC-2,"[ 7.24826536  2.63907688 11.45070463 ...  9.87013934  3.1595584
  5.32772486]",aero_digestive_tract,head_and_neck,121,1.7748188760330579,GDSC2
MM1S,"[ 3.21005045  2.87436451 10.70006823 ... 10.08824737  3.50785639
  6.97402885]",blood,myeloma,121,1.374112603305785,GDSC2
EM-2,"[ 3.31735125  2.84670164 10.44857126 ...  8.95806141  3.38831202
  9.2016112 ]",blood,chronic_myeloid_leukaemia,121,1.5876488760330578,GDSC2
EMC-BAC-2,[7.59124129 2.90113681 9.56094255 ... 9.30065654 3.50960309 8.33191777],lung,lung_NSCLC_adenocarcinoma,121,2.165412338842975,GDSC2
EPLC-272H,"[ 6.92681914  2.79668422 10.17056165 ...  9.33062462  3.32740473
  6.67624379]",lung,lung_NSCLC_squamous_cell_carcinoma,121,2.229169603305785,GDSC2
ES-2,"[ 7.17343495  2.76679904 10.51693898 ...  9.10285518  3.31543486
  7.85120908]",urogenital_system,ovary,121,2.7793847107438014,GDSC2
MHH-PREB-1,[3.35899805 2.9847832  9.88196948 ... 8.98232676 3.66343405 7.89150673],blood,B_cell_leukemia,121,1.9662332644628098,GDSC2
MHH-CALL-2,[3.31119004 3.09437863 9.5442217  ... 8.52360055 3.35148559 7.90460723],blood,B_cell_leukemia,121,1.4546745206611569,GDSC2
ES4,"[ 7.09053598  2.85620746 10.17968086 ...  9.01020761  3.2974826
  8.00697223]",bone,ewings_sarcoma,121,3.061398190082645,GDSC2
MFE-319,[7.54639337 2.62912274 9.40498577 ... 9.72355848 3.15902013 7.29227235],urogenital_system,endometrium,121,2.6353834049586777,GDSC2
JVM-2,"[ 3.08095665  2.81150934 10.41739422 ...  9.85927027  3.46571346
  6.54201837]",blood,lymphoid_neoplasm_other,121,1.0014462066115704,GDSC2
JVM-3,[3.27786759 2.73162432 9.53593828 ... 8.93943808 3.34983516 7.19200255],blood,lymphoid_neoplasm_other,121,0.6389637024793389,GDSC2
MEL-JUSO,"[ 5.42496074  3.09081297 10.17218663 ...  8.51964014  3.3007763
  7.44603616]",skin,melanoma,121,3.6626869586776856,GDSC2
KARPAS-620,[3.38125386 2.79271383 9.93318044 ... 9.957871   3.33367737 7.63180672],blood,haematopoietic_neoplasm_other,121,1.9670727107438015,GDSC2
HeLa,[7.76106288 2.70161196 9.727289   ... 9.12636507 3.39993977 7.66542581],urogenital_system,cervix,121,2.8390195289256197,GDSC2
MOLM-13,[3.44062018 2.92685171 9.11426679 ... 9.28884691 3.7063152  8.21265248],blood,acute_myeloid_leukaemia,121,0.06601027272727274,GDSC2
GI-ME-N,"[ 3.14373122  2.92153115 10.38479859 ... 10.4037325   3.54914162
  8.60705759]",nervous_system,neuroblastoma,121,3.4118766776859504,GDSC2
KYSE-180,"[ 9.35424574  2.75923843 10.86776604 ...  9.9745072   3.87794845
  7.8271044 ]",aero_digestive_tract,oesophagus,121,2.309394685950413,GDSC2
